Province,Centres,Zones,Neighbourhood,Dwelling Type ,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,VR_ID
Alta,Edmonton,Castledown,West Castledowns,Row,0.0,0.0,0.0,0.0,2.4,2021,centre31,Zone225,VR_6895
Alta,Edmonton,Castledown,West Castledowns,Apt & Other,0.0,3.1,3.1,1.8,3.0,2021,centre31,Zone225,VR_6896
Alta,Edmonton,St. Albert,St. Albert,Row,0.0,0.0,0.0,0.0,0.0,2021,centre31,Zone226,VR_6897
Alta,Edmonton,St. Albert,St. Albert,Apt & Other,0.0,13.0,5.6,5.8,7.3,2021,centre31,Zone226,VR_6898
Alta,Edmonton,Other Outlying Areas,Morinville,Row,0.0,0.0,0.0,0.0,0.0,2021,centre31,Zone227,VR_6899
Alta,Edmonton,Other Outlying Areas,Morinville,Apt & Other,0.0,0.0,0.0,0.0,0.6,2021,centre31,Zone227,VR_6900
Alta,Edmonton,Other Outlying Areas,Devon,Row,0.0,0.0,5.9,0.0,8.3,2021,centre31,Zone227,VR_6901
Alta,Edmonton,Other Outlying Areas,Devon,Apt & Other,0.0,1.7,3.4,0.0,2.7,2021,centre31,Zone227,VR_6902
Alta,Edmonton,Other Outlying Areas,Edmonton CMA Remainder,Row,0.0,0.0,7.4,0.0,1.8,2021,centre31,Zone227,VR_6903
Alta,Edmonton,Other Outlying Areas,Edmonton CMA Remainder,Apt & Other,0.0,15.0,7.3,0.0,9.1,2021,centre31,Zone227,VR_6904
Alta,Edmonton,Fort Saskatchewan,Fort Saskatchewan,Row,0.0,0.0,11.7,3.2,4.7,2021,centre31,Zone228,VR_6905
Alta,Edmonton,Fort Saskatchewan,Fort Saskatchewan,Apt & Other,5.0,4.3,4.4,0.0,4.4,2021,centre31,Zone228,VR_6906
Alta,Edmonton,Leduc,Leduc,Row,0.0,0.0,1.1,0.5,0.7,2021,centre31,Zone229,VR_6907
Alta,Edmonton,Leduc,Leduc,Apt & Other,0.0,2.6,2.1,3.7,2.4,2021,centre31,Zone229,VR_6908
Alta,Edmonton,Spruce Grove,Spruce Grove,Row,0.0,0.0,0.0,0.0,0.7,2021,centre31,Zone230,VR_6909
Alta,Edmonton,Spruce Grove,Spruce Grove,Apt & Other,0.0,2.2,2.1,8.3,2.2,2021,centre31,Zone230,VR_6910
Alta,Edmonton,Stony Plain,Stony Plain,Row,0.0,0.0,0.0,13.8,15.2,2021,centre31,Zone231,VR_6911
Alta,Edmonton,Stony Plain,Stony Plain,Apt & Other,0.0,5.3,4.8,8.5,6.1,2021,centre31,Zone231,VR_6912
Alta,Edmonton,Strathcona County,Sherwood Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre31,Zone232,VR_6913
Alta,Edmonton,Strathcona County,Sherwood Park,Apt & Other,0.0,1.0,0.8,0.0,0.9,2021,centre31,Zone232,VR_6914
Alta,Edmonton,Strathcona County,Strathcona County Remainder,Row,0.0,0.0,0.0,0.0,0.0,2021,centre31,Zone232,VR_6915
Alta,Edmonton,Strathcona County,Strathcona County Remainder,Apt & Other,0.0,18.9,4.5,0.0,7.7,2021,centre31,Zone232,VR_6916
Alta,Lethbridge,Lethbridge,Downtown,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6917
Alta,Lethbridge,Lethbridge,Downtown,Apt & Other,3.8,5.2,13.0,0.0,7.3,2021,centre32,Zone233,VR_6918
Alta,Lethbridge,Lethbridge,South-Centre,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6919
Alta,Lethbridge,Lethbridge,South-Centre,Apt & Other,0.0,3.6,2.1,0.0,2.3,2021,centre32,Zone233,VR_6920
Alta,Lethbridge,Lethbridge,South-East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6921
Alta,Lethbridge,Lethbridge,South-East,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6922
Alta,Lethbridge,Lethbridge,Redwood,Row,0.0,0.0,2.1,0.0,2.1,2021,centre32,Zone233,VR_6923
Alta,Lethbridge,Lethbridge,Redwood,Apt & Other,0.0,1.1,3.0,0.0,1.9,2021,centre32,Zone233,VR_6924
Alta,Lethbridge,Lethbridge,Lakeview,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6925
Alta,Lethbridge,Lethbridge,Lakeview,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6926
Alta,Lethbridge,Lethbridge,North-East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6927
Alta,Lethbridge,Lethbridge,North-East,Apt & Other,0.0,0.9,0.0,0.0,0.4,2021,centre32,Zone233,VR_6928
Alta,Lethbridge,Lethbridge,North-Centre,Row,0.0,0.0,0.0,0.0,2.6,2021,centre32,Zone233,VR_6929
Alta,Lethbridge,Lethbridge,North-Centre,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6930
Alta,Lethbridge,Lethbridge,St. Edwards/Staffordville,Row,0.0,0.0,5.8,0.0,4.5,2021,centre32,Zone233,VR_6931
Alta,Lethbridge,Lethbridge,St. Edwards/Staffordville,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6932
Alta,Lethbridge,Lethbridge,Winston Churchill/Park Meadows,Row,0.0,0.0,7.8,1.8,6.0,2021,centre32,Zone233,VR_6933
Alta,Lethbridge,Lethbridge,Winston Churchill/Park Meadows,Apt & Other,0.0,0.0,1.6,0.0,1.5,2021,centre32,Zone233,VR_6934
Alta,Lethbridge,Lethbridge,North-West,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6935
Alta,Lethbridge,Lethbridge,North-West,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6936
Alta,Lethbridge,Lethbridge,West-South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6937
Alta,Lethbridge,Lethbridge,West-South,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6938
Alta,Lethbridge,Lethbridge,Varsity Village,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6939
Alta,Lethbridge,Lethbridge,Varsity Village,Apt & Other,0.0,0.7,0.3,3.0,0.6,2021,centre32,Zone233,VR_6940
Alta,Lethbridge,Lethbridge,West-North,Row,0.0,0.0,0.0,0.0,1.4,2021,centre32,Zone233,VR_6941
Alta,Lethbridge,Lethbridge,West-North,Apt & Other,0.0,0.0,2.5,0.0,1.9,2021,centre32,Zone233,VR_6942
Alta,Lethbridge,Lethbridge,Coalhurst,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6943
Alta,Lethbridge,Lethbridge,Coalhurst,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6944
Alta,Lethbridge,Lethbridge,Coaldale,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6945
Alta,Lethbridge,Lethbridge,Coaldale,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6946
Alta,Lethbridge,Lethbridge,Barons/Nobleford/Picture Butte,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6947
Alta,Lethbridge,Lethbridge,Barons/Nobleford/Picture Butte,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6948
Alta,Lethbridge,Lethbridge,Lethbridge County,Row,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6949
Alta,Lethbridge,Lethbridge,Lethbridge County,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre32,Zone233,VR_6950
B.C.,Abbotsford - Mission,Abbotsford,Mill Lake,Row,0.0,0.0,0.0,0.0,0.0,2021,centre33,Zone234,VR_6951
B.C.,Abbotsford - Mission,Abbotsford,Mill Lake,Apt & Other,0.0,1.5,0.5,0.0,0.9,2021,centre33,Zone234,VR_6952
B.C.,Abbotsford - Mission,Abbotsford,Abbotsford/McMillan,Row,0.0,0.0,0.0,0.0,0.0,2021,centre33,Zone234,VR_6953
B.C.,Abbotsford - Mission,Abbotsford,Abbotsford/McMillan,Apt & Other,6.2,1.6,1.2,0.0,1.6,2021,centre33,Zone234,VR_6954
B.C.,Abbotsford - Mission,Abbotsford,Townline/Clearbrook,Row,0.0,0.0,1.2,0.0,1.8,2021,centre33,Zone234,VR_6955
B.C.,Abbotsford - Mission,Abbotsford,Townline/Clearbrook,Apt & Other,0.0,0.7,2.2,0.0,1.4,2021,centre33,Zone234,VR_6956
B.C.,Abbotsford - Mission,Abbotsford,Mt. Lehman/Aberdeen/Poplar,Row,0.0,0.0,0.0,0.0,0.0,2021,centre33,Zone234,VR_6957
B.C.,Abbotsford - Mission,Abbotsford,Mt. Lehman/Aberdeen/Poplar,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre33,Zone234,VR_6958
B.C.,Abbotsford - Mission,Abbotsford,Whatcom/Sumas,Row,0.0,0.0,0.0,0.0,0.0,2021,centre33,Zone234,VR_6959
B.C.,Abbotsford - Mission,Abbotsford,Whatcom/Sumas,Apt & Other,0.0,2.4,4.4,0.0,3.2,2021,centre33,Zone234,VR_6960
B.C.,Abbotsford - Mission,Mission,Mission,Row,0.0,0.0,0.0,0.0,0.0,2021,centre33,Zone235,VR_6961
B.C.,Abbotsford - Mission,Mission,Mission,Apt & Other,0.0,0.0,2.5,0.0,2.5,2021,centre33,Zone235,VR_6962
B.C.,Kelowna,Core Area,Core Area,Row,0.0,0.0,0.0,0.0,0.0,2021,centre34,Zone236,VR_6963
B.C.,Kelowna,Core Area,Core Area,Apt & Other,0.1,0.8,0.6,0.0,0.6,2021,centre34,Zone236,VR_6964
B.C.,Kelowna,Rutland,Rutland,Row,0.0,0.0,0.0,0.0,0.0,2021,centre34,Zone237,VR_6965
B.C.,Kelowna,Rutland,Rutland,Apt & Other,0.0,0.6,0.6,0.0,0.6,2021,centre34,Zone237,VR_6966
B.C.,Vancouver,West End/Stanley Park,West End/Stanley Park North,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone238,VR_6967
B.C.,Vancouver,West End/Stanley Park,West End/Stanley Park North,Apt & Other,1.2,0.5,0.4,0.0,0.6,2021,centre35,Zone238,VR_6968
B.C.,Vancouver,West End/Stanley Park,West End/Stanley Park South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone238,VR_6969
B.C.,Vancouver,West End/Stanley Park,West End/Stanley Park South,Apt & Other,0.6,0.5,1.0,0.0,0.6,2021,centre35,Zone238,VR_6970
B.C.,Vancouver,English Bay,English Bay,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone239,VR_6971
B.C.,Vancouver,English Bay,English Bay,Apt & Other,3.5,1.1,1.9,0.0,1.6,2021,centre35,Zone239,VR_6972
B.C.,Vancouver,Downtown,Downtown Central,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone93,VR_6973
B.C.,Vancouver,Downtown,Downtown Central,Apt & Other,2.5,1.8,2.0,0.0,2.0,2021,centre35,Zone93,VR_6974
B.C.,Vancouver,Downtown,North False Creek,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone93,VR_6975
B.C.,Vancouver,Downtown,North False Creek,Apt & Other,0.2,0.3,0.0,0.0,0.2,2021,centre35,Zone93,VR_6976
B.C.,Vancouver,Downtown,Downtown North,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone93,VR_6977
B.C.,Vancouver,Downtown,Downtown North,Apt & Other,3.1,2.4,0.0,0.0,2.6,2021,centre35,Zone93,VR_6978
B.C.,Vancouver,South Granville/Oak,South False Creek,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone240,VR_6979
B.C.,Vancouver,South Granville/Oak,South False Creek,Apt & Other,0.0,1.3,4.8,0.0,2.0,2021,centre35,Zone240,VR_6980
B.C.,Vancouver,South Granville/Oak,South Granville,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone240,VR_6981
B.C.,Vancouver,South Granville/Oak,South Granville,Apt & Other,0.8,0.8,0.0,0.0,0.9,2021,centre35,Zone240,VR_6982
B.C.,Vancouver,South Granville/Oak,South Cambie,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone240,VR_6983
B.C.,Vancouver,South Granville/Oak,South Cambie,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone240,VR_6984
B.C.,Vancouver,Kitsilano/Point Grey,Kitsilano/Point Grey North,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone241,VR_6985
B.C.,Vancouver,Kitsilano/Point Grey,Kitsilano/Point Grey North,Apt & Other,1.6,0.6,1.7,0.0,0.9,2021,centre35,Zone241,VR_6986
B.C.,Vancouver,Kitsilano/Point Grey,Kitsilano/Point Grey South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone241,VR_6987
B.C.,Vancouver,Kitsilano/Point Grey,Kitsilano/Point Grey South,Apt & Other,0.0,0.7,0.2,0.0,0.5,2021,centre35,Zone241,VR_6988
B.C.,Vancouver,Kitsilano/Point Grey,Point Grey,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone241,VR_6989
B.C.,Vancouver,Kitsilano/Point Grey,Point Grey,Apt & Other,0.0,2.6,0.0,0.0,1.9,2021,centre35,Zone241,VR_6990
B.C.,Vancouver,Westside/Kerrisdale,Kerrisdale,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone242,VR_6991
B.C.,Vancouver,Westside/Kerrisdale,Kerrisdale,Apt & Other,1.2,0.8,0.2,0.0,0.7,2021,centre35,Zone242,VR_6992
B.C.,Vancouver,Westside/Kerrisdale,Westside/Kerrisdale Remainder,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone242,VR_6993
B.C.,Vancouver,Westside/Kerrisdale,Westside/Kerrisdale Remainder,Apt & Other,0.0,0.2,1.1,0.0,0.5,2021,centre35,Zone242,VR_6994
B.C.,Vancouver,Marpole,Marpole South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone243,VR_6995
B.C.,Vancouver,Marpole,Marpole South,Apt & Other,1.2,0.4,0.6,0.0,0.5,2021,centre35,Zone243,VR_6996
B.C.,Vancouver,Marpole,Marpole Remainder,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone243,VR_6997
B.C.,Vancouver,Marpole,Marpole Remainder,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone243,VR_6998
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Mount Pleasant,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone244,VR_6999
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Mount Pleasant,Apt & Other,1.0,1.1,0.9,0.0,1.1,2021,centre35,Zone244,VR_7000
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Riley Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone244,VR_7001
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Riley Park,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone244,VR_7002
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Cedar Cottage,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone244,VR_7003
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Cedar Cottage,Apt & Other,0.0,0.0,0.6,0.0,0.6,2021,centre35,Zone244,VR_7004
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Renfrew,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone244,VR_7005
B.C.,Vancouver,Mount Pleasant/Renfrew Heights,Renfrew,Apt & Other,0.0,0.0,0.0,0.0,0.4,2021,centre35,Zone244,VR_7006
B.C.,Vancouver,East Hastings,Downtown Eastside/Strathcona,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone245,VR_7007
B.C.,Vancouver,East Hastings,Downtown Eastside/Strathcona,Apt & Other,0.4,0.0,0.0,0.0,0.2,2021,centre35,Zone245,VR_7008
B.C.,Vancouver,East Hastings,Hastings/Grandview/Woodlands,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone245,VR_7009
B.C.,Vancouver,East Hastings,Hastings/Grandview/Woodlands,Apt & Other,0.9,1.0,0.7,0.0,0.9,2021,centre35,Zone245,VR_7010
B.C.,Vancouver,Southeast Vancouver,Sunset,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone246,VR_7011
B.C.,Vancouver,Southeast Vancouver,Sunset,Apt & Other,0.0,0.0,0.0,0.0,1.0,2021,centre35,Zone246,VR_7012
B.C.,Vancouver,Southeast Vancouver,Fraser View/Killarny,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone246,VR_7013
B.C.,Vancouver,Southeast Vancouver,Fraser View/Killarny,Apt & Other,0.0,0.0,0.9,0.8,0.4,2021,centre35,Zone246,VR_7014
B.C.,Vancouver,Southeast Vancouver,Collingwood,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone246,VR_7015
B.C.,Vancouver,Southeast Vancouver,Collingwood,Apt & Other,0.9,0.6,0.2,0.0,0.5,2021,centre35,Zone246,VR_7016
B.C.,Vancouver,University Endowment Lands,University Endowment Lands,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone247,VR_7017
B.C.,Vancouver,University Endowment Lands,University Endowment Lands,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone247,VR_7018
B.C.,Vancouver,Central Park/Metrotown,Central Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone248,VR_7019
B.C.,Vancouver,Central Park/Metrotown,Central Park,Apt & Other,1.2,1.6,1.3,3.5,1.5,2021,centre35,Zone248,VR_7020
B.C.,Vancouver,Central Park/Metrotown,Metrotown,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone248,VR_7021
B.C.,Vancouver,Central Park/Metrotown,Metrotown,Apt & Other,2.9,1.1,1.3,0.0,1.2,2021,centre35,Zone248,VR_7022
B.C.,Vancouver,Southeast Burnaby,Deer Lake,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone249,VR_7023
B.C.,Vancouver,Southeast Burnaby,Deer Lake,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone249,VR_7024
B.C.,Vancouver,Southeast Burnaby,Southeast Burnaby South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone249,VR_7025
B.C.,Vancouver,Southeast Burnaby,Southeast Burnaby South,Apt & Other,0.0,0.0,0.0,0.0,1.0,2021,centre35,Zone249,VR_7026
B.C.,Vancouver,Southeast Burnaby,Edmonds,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone249,VR_7027
B.C.,Vancouver,Southeast Burnaby,Edmonds,Apt & Other,4.1,0.7,0.7,0.0,0.9,2021,centre35,Zone249,VR_7028
B.C.,Vancouver,North Burnaby,Westside Heights,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone250,VR_7029
B.C.,Vancouver,North Burnaby,Westside Heights,Apt & Other,0.0,2.9,4.4,0.0,3.0,2021,centre35,Zone250,VR_7030
B.C.,Vancouver,North Burnaby,Capital Hill/Brentwood,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone250,VR_7031
B.C.,Vancouver,North Burnaby,Capital Hill/Brentwood,Apt & Other,2.8,0.0,0.0,0.0,0.0,2021,centre35,Zone250,VR_7032
B.C.,Vancouver,North Burnaby,University/Lougheed,Row,0.0,0.0,0.0,2.9,2.4,2021,centre35,Zone250,VR_7033
B.C.,Vancouver,North Burnaby,University/Lougheed,Apt & Other,3.6,2.3,1.9,6.4,2.7,2021,centre35,Zone250,VR_7034
B.C.,Vancouver,New Westminster,New Westminster West,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone251,VR_7035
B.C.,Vancouver,New Westminster,New Westminster West,Apt & Other,0.0,1.3,1.1,0.0,1.3,2021,centre35,Zone251,VR_7036
B.C.,Vancouver,New Westminster,Downtown,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone251,VR_7037
B.C.,Vancouver,New Westminster,Downtown,Apt & Other,0.0,1.5,1.8,0.0,1.5,2021,centre35,Zone251,VR_7038
B.C.,Vancouver,New Westminster,Uptown,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone251,VR_7039
B.C.,Vancouver,New Westminster,Uptown,Apt & Other,0.0,0.8,0.7,0.0,0.9,2021,centre35,Zone251,VR_7040
B.C.,Vancouver,New Westminster,New Westminster East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone251,VR_7041
B.C.,Vancouver,New Westminster,New Westminster East,Apt & Other,0.0,0.6,0.6,0.0,0.6,2021,centre35,Zone251,VR_7042
B.C.,Vancouver,North Vancouver CY,Central Lonsdale,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone252,VR_7043
B.C.,Vancouver,North Vancouver CY,Central Lonsdale,Apt & Other,0.4,0.6,0.5,0.0,0.6,2021,centre35,Zone252,VR_7044
B.C.,Vancouver,North Vancouver CY,Lonsdale East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone252,VR_7045
B.C.,Vancouver,North Vancouver CY,Lonsdale East,Apt & Other,2.1,0.6,0.3,0.0,0.6,2021,centre35,Zone252,VR_7046
B.C.,Vancouver,North Vancouver CY,Lonsdale North,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone252,VR_7047
B.C.,Vancouver,North Vancouver CY,Lonsdale North,Apt & Other,1.3,1.5,1.6,0.0,1.5,2021,centre35,Zone252,VR_7048
B.C.,Vancouver,North Vancouver CY,Lonsdale West,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone252,VR_7049
B.C.,Vancouver,North Vancouver CY,Lonsdale West,Apt & Other,1.4,1.1,1.2,0.0,1.2,2021,centre35,Zone252,VR_7050
B.C.,Vancouver,North Vancouver DM,North Vancouver DM East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone253,VR_7051
B.C.,Vancouver,North Vancouver DM,North Vancouver DM East,Apt & Other,0.0,1.3,3.0,3.4,2.6,2021,centre35,Zone253,VR_7052
B.C.,Vancouver,North Vancouver DM,North Vancouver DM West,Row,0.0,0.0,1.5,2.3,1.9,2021,centre35,Zone253,VR_7053
B.C.,Vancouver,North Vancouver DM,North Vancouver DM West,Apt & Other,0.0,0.0,0.3,0.0,0.1,2021,centre35,Zone253,VR_7054
B.C.,Vancouver,West Vancouver,Ambleside,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone254,VR_7055
B.C.,Vancouver,West Vancouver,Ambleside,Apt & Other,0.0,0.3,0.5,0.0,0.4,2021,centre35,Zone254,VR_7056
B.C.,Vancouver,West Vancouver,Dundrave/W Vancouver Remainder,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone254,VR_7057
B.C.,Vancouver,West Vancouver,Dundrave/W Vancouver Remainder,Apt & Other,4.7,0.7,0.8,11.0,1.6,2021,centre35,Zone254,VR_7058
B.C.,Vancouver,Richmond,Richmond City Centre,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone255,VR_7059
B.C.,Vancouver,Richmond,Richmond City Centre,Apt & Other,0.8,1.9,0.9,0.0,1.3,2021,centre35,Zone255,VR_7060
B.C.,Vancouver,Richmond,Sea Island,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone255,VR_7061
B.C.,Vancouver,Richmond,Sea Island,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone255,VR_7062
B.C.,Vancouver,Richmond,Richmond West,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone255,VR_7063
B.C.,Vancouver,Richmond,Richmond West,Apt & Other,0.0,0.4,0.0,0.0,0.2,2021,centre35,Zone255,VR_7064
B.C.,Vancouver,Richmond,Richmond South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone255,VR_7065
B.C.,Vancouver,Richmond,Richmond South,Apt & Other,3.1,0.4,1.6,0.0,1.3,2021,centre35,Zone255,VR_7066
B.C.,Vancouver,Richmond,Richmond East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone255,VR_7067
B.C.,Vancouver,Richmond,Richmond East,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone255,VR_7068
B.C.,Vancouver,Delta,Tsawwassen,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone256,VR_7069
B.C.,Vancouver,Delta,Tsawwassen,Apt & Other,0.0,0.7,1.9,0.0,1.2,2021,centre35,Zone256,VR_7070
B.C.,Vancouver,Delta,Ladner,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone256,VR_7071
B.C.,Vancouver,Delta,Ladner,Apt & Other,0.0,1.8,1.6,0.0,1.6,2021,centre35,Zone256,VR_7072
B.C.,Vancouver,Delta,North Delta,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone256,VR_7073
B.C.,Vancouver,Delta,North Delta,Apt & Other,0.0,0.0,2.3,0.0,1.4,2021,centre35,Zone256,VR_7074
B.C.,Vancouver,Surrey,Surrey City Centre,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone257,VR_7075
B.C.,Vancouver,Surrey,Surrey City Centre,Apt & Other,0.0,0.7,0.3,0.0,0.6,2021,centre35,Zone257,VR_7076
B.C.,Vancouver,Surrey,Whalley,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone257,VR_7077
B.C.,Vancouver,Surrey,Whalley,Apt & Other,0.0,1.2,1.3,1.6,1.3,2021,centre35,Zone257,VR_7078
B.C.,Vancouver,Surrey,Guildford,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone257,VR_7079
B.C.,Vancouver,Surrey,Guildford,Apt & Other,0.0,0.1,0.4,0.0,0.2,2021,centre35,Zone257,VR_7080
B.C.,Vancouver,Surrey,Cloverdale/Fleetwood,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone257,VR_7081
B.C.,Vancouver,Surrey,Cloverdale/Fleetwood,Apt & Other,0.0,0.0,0.0,0.0,0.4,2021,centre35,Zone257,VR_7082
B.C.,Vancouver,Surrey,Newton,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone257,VR_7083
B.C.,Vancouver,Surrey,Newton,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone257,VR_7084
B.C.,Vancouver,Surrey,South Surrey,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone257,VR_7085
B.C.,Vancouver,Surrey,South Surrey,Apt & Other,0.0,2.2,0.8,0.0,1.3,2021,centre35,Zone257,VR_7086
B.C.,Vancouver,White Rock,White Rock,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone258,VR_7087
B.C.,Vancouver,White Rock,White Rock,Apt & Other,0.0,0.6,1.3,0.0,0.7,2021,centre35,Zone258,VR_7088
B.C.,Vancouver,Langley City and Langley DM,Langley CY,Row,0.0,0.0,2.1,0.7,1.1,2021,centre35,Zone259,VR_7089
B.C.,Vancouver,Langley City and Langley DM,Langley CY,Apt & Other,1.2,1.8,1.3,0.0,1.5,2021,centre35,Zone259,VR_7090
B.C.,Vancouver,Langley City and Langley DM,Langley DM,Row,0.0,0.0,0.0,0.0,0.0,2021,centre35,Zone259,VR_7091
B.C.,Vancouver,Langley City and Langley DM,Langley DM,Apt & Other,0.0,1.3,0.2,0.0,0.8,2021,centre35,Zone259,VR_7092
