VR_ID,Province,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Neighbourhood_id,Dwelling_id
VR_2756,Ont.,0.0,0.0,0.2,0.0,0.7,2019,centre25,Zone163,Neighbourhood470,Dwelling2
VR_2757,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,Neighbourhood471,Dwelling1
VR_2758,Ont.,0.0,0.6,0.3,0.0,0.4,2019,centre25,Zone163,Neighbourhood471,Dwelling2
VR_2759,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,Neighbourhood472,Dwelling1
VR_2760,Ont.,4.2,1.8,1.0,0.0,2.0,2019,centre25,Zone164,Neighbourhood472,Dwelling2
VR_2761,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,Neighbourhood473,Dwelling1
VR_2762,Ont.,0.0,1.2,0.0,0.0,0.0,2019,centre25,Zone164,Neighbourhood473,Dwelling2
VR_2763,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,Neighbourhood474,Dwelling1
VR_2764,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,Neighbourhood474,Dwelling2
VR_2765,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,Neighbourhood475,Dwelling1
VR_2766,Ont.,0.0,0.0,0.0,0.0,0.4,2019,centre25,Zone164,Neighbourhood475,Dwelling2
VR_2767,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,Neighbourhood476,Dwelling1
VR_2768,Ont.,0.0,0.0,0.4,0.0,0.4,2019,centre25,Zone164,Neighbourhood476,Dwelling2
VR_2769,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,Neighbourhood477,Dwelling1
VR_2770,Ont.,0.0,1.8,1.0,0.0,1.3,2019,centre25,Zone164,Neighbourhood477,Dwelling2
VR_2771,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,Neighbourhood478,Dwelling1
VR_2772,Ont.,0.0,0.0,1.8,0.0,1.4,2019,centre25,Zone165,Neighbourhood478,Dwelling2
VR_2773,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,Neighbourhood479,Dwelling1
VR_2774,Ont.,0.5,1.0,1.5,0.5,1.1,2019,centre25,Zone165,Neighbourhood479,Dwelling2
VR_2775,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,Neighbourhood480,Dwelling1
VR_2776,Ont.,0.0,0.3,1.0,0.0,0.9,2019,centre25,Zone165,Neighbourhood480,Dwelling2
VR_2777,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,Neighbourhood481,Dwelling1
VR_2778,Ont.,0.0,0.0,1.2,0.0,0.7,2019,centre25,Zone165,Neighbourhood481,Dwelling2
VR_2779,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,Neighbourhood482,Dwelling1
VR_2780,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,Neighbourhood482,Dwelling2
VR_2781,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,Neighbourhood483,Dwelling1
VR_2782,Ont.,0.0,1.8,0.4,0.0,0.9,2019,centre25,Zone165,Neighbourhood483,Dwelling2
VR_2783,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,Neighbourhood484,Dwelling1
VR_2784,Ont.,0.0,0.0,0.2,0.0,0.1,2019,centre25,Zone165,Neighbourhood484,Dwelling2
VR_2785,Ont.,0.0,0.0,4.2,1.6,2.3,2019,centre25,Zone165,Neighbourhood485,Dwelling1
VR_2786,Ont.,0.0,0.3,0.8,0.4,0.6,2019,centre25,Zone165,Neighbourhood485,Dwelling2
VR_2787,Ont.,0.0,0.0,0.0,2.4,1.5,2019,centre25,Zone165,Neighbourhood486,Dwelling1
VR_2788,Ont.,0.0,1.6,1.0,0.6,1.1,2019,centre25,Zone165,Neighbourhood486,Dwelling2
VR_2789,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone166,Neighbourhood487,Dwelling1
VR_2790,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone166,Neighbourhood487,Dwelling2
VR_2791,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone166,Neighbourhood488,Dwelling1
VR_2792,Ont.,0.0,1.1,0.6,0.0,0.6,2019,centre25,Zone166,Neighbourhood488,Dwelling2
VR_2793,Ont.,0.0,0.0,1.3,0.0,0.4,2019,centre25,Zone166,Neighbourhood489,Dwelling1
VR_2794,Ont.,0.0,0.6,0.0,0.0,0.2,2019,centre25,Zone166,Neighbourhood489,Dwelling2
VR_2795,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone166,Neighbourhood490,Dwelling1
VR_2796,Ont.,0.0,2.3,1.0,0.7,1.1,2019,centre25,Zone166,Neighbourhood490,Dwelling2
VR_2797,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood491,Dwelling1
VR_2798,Ont.,1.2,1.8,1.7,0.0,1.9,2019,centre25,Zone167,Neighbourhood491,Dwelling2
VR_2799,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood492,Dwelling1
VR_2800,Ont.,0.0,0.5,0.0,0.0,0.4,2019,centre25,Zone167,Neighbourhood492,Dwelling2
VR_2801,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood493,Dwelling1
VR_2802,Ont.,0.0,1.5,0.0,0.0,1.3,2019,centre25,Zone167,Neighbourhood493,Dwelling2
VR_2803,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood494,Dwelling1
VR_2804,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood494,Dwelling2
VR_2805,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood495,Dwelling1
VR_2806,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood495,Dwelling2
VR_2807,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood496,Dwelling1
VR_2808,Ont.,0.0,0.3,0.0,0.0,0.8,2019,centre25,Zone167,Neighbourhood496,Dwelling2
VR_2809,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood497,Dwelling1
VR_2810,Ont.,0.0,1.3,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood497,Dwelling2
VR_2811,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood498,Dwelling1
VR_2812,Ont.,2.8,1.1,1.0,0.0,1.1,2019,centre25,Zone167,Neighbourhood498,Dwelling2
VR_2813,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood499,Dwelling1
VR_2814,Ont.,0.0,1.9,0.4,0.0,1.0,2019,centre25,Zone167,Neighbourhood499,Dwelling2
VR_2815,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,Neighbourhood500,Dwelling1
VR_2816,Ont.,0.0,1.2,0.8,0.0,1.0,2019,centre25,Zone167,Neighbourhood500,Dwelling2
VR_2817,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood501,Dwelling1
VR_2818,Ont.,1.3,1.6,0.5,0.0,1.3,2019,centre25,Zone168,Neighbourhood501,Dwelling2
VR_2819,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood502,Dwelling1
VR_2820,Ont.,0.0,1.4,0.0,0.0,1.5,2019,centre25,Zone168,Neighbourhood502,Dwelling2
VR_2821,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood503,Dwelling1
VR_2822,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood503,Dwelling2
VR_2823,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood504,Dwelling1
VR_2824,Ont.,2.7,1.2,1.7,0.0,1.4,2019,centre25,Zone168,Neighbourhood504,Dwelling2
VR_2825,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood505,Dwelling1
VR_2826,Ont.,0.0,3.1,1.8,0.4,2.2,2019,centre25,Zone168,Neighbourhood505,Dwelling2
VR_2827,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood506,Dwelling1
VR_2828,Ont.,0.0,0.0,0.0,0.0,1.2,2019,centre25,Zone168,Neighbourhood506,Dwelling2
VR_2829,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood507,Dwelling1
VR_2830,Ont.,0.0,0.9,0.4,0.6,0.6,2019,centre25,Zone168,Neighbourhood507,Dwelling2
VR_2831,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,Neighbourhood508,Dwelling1
VR_2832,Ont.,0.0,0.9,0.0,0.0,1.1,2019,centre25,Zone168,Neighbourhood508,Dwelling2
VR_2833,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood509,Dwelling1
VR_2834,Ont.,0.0,1.2,1.0,0.0,1.0,2019,centre25,Zone169,Neighbourhood509,Dwelling2
VR_2835,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood510,Dwelling1
VR_2836,Ont.,0.0,0.4,0.2,0.0,0.3,2019,centre25,Zone169,Neighbourhood510,Dwelling2
VR_2837,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood511,Dwelling1
VR_2838,Ont.,0.0,2.0,1.2,0.6,1.3,2019,centre25,Zone169,Neighbourhood511,Dwelling2
VR_2839,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood512,Dwelling1
VR_2840,Ont.,0.0,1.2,0.3,0.0,0.6,2019,centre25,Zone169,Neighbourhood512,Dwelling2
VR_2841,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood340,Dwelling1
VR_2842,Ont.,2.2,1.3,2.2,2.6,1.7,2019,centre25,Zone169,Neighbourhood340,Dwelling2
VR_2843,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood513,Dwelling1
VR_2844,Ont.,0.0,0.2,0.5,0.0,0.2,2019,centre25,Zone169,Neighbourhood513,Dwelling2
VR_2845,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood514,Dwelling1
VR_2846,Ont.,0.0,1.0,0.6,0.0,0.7,2019,centre25,Zone169,Neighbourhood514,Dwelling2
VR_2847,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood515,Dwelling1
VR_2848,Ont.,0.0,0.6,0.6,1.0,0.6,2019,centre25,Zone169,Neighbourhood515,Dwelling2
VR_2849,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood516,Dwelling1
VR_2850,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood516,Dwelling2
VR_2851,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone169,Neighbourhood517,Dwelling1
VR_2852,Ont.,0.0,0.0,1.0,0.0,0.8,2019,centre25,Zone169,Neighbourhood517,Dwelling2
VR_2853,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone170,Neighbourhood518,Dwelling1
VR_2854,Ont.,5.4,2.1,0.7,0.0,1.2,2019,centre25,Zone170,Neighbourhood518,Dwelling2
VR_2855,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone170,Neighbourhood519,Dwelling1
VR_2856,Ont.,0.0,1.8,1.3,2.0,1.5,2019,centre25,Zone170,Neighbourhood519,Dwelling2
VR_2857,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone170,Neighbourhood520,Dwelling1
VR_2858,Ont.,0.0,0.8,1.0,0.0,0.8,2019,centre25,Zone170,Neighbourhood520,Dwelling2
VR_2859,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone171,Neighbourhood521,Dwelling1
VR_2860,Ont.,0.0,1.8,0.6,0.3,0.9,2019,centre25,Zone171,Neighbourhood521,Dwelling2
VR_2861,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone171,Neighbourhood522,Dwelling1
VR_2862,Ont.,0.0,0.4,0.0,1.1,0.3,2019,centre25,Zone171,Neighbourhood522,Dwelling2
VR_2863,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone171,Neighbourhood523,Dwelling1
VR_2864,Ont.,0.0,0.9,0.8,1.0,0.9,2019,centre25,Zone171,Neighbourhood523,Dwelling2
VR_2865,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone171,Neighbourhood524,Dwelling1
VR_2866,Ont.,0.0,0.8,1.3,1.3,1.2,2019,centre25,Zone171,Neighbourhood524,Dwelling2
VR_2867,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone171,Neighbourhood525,Dwelling1
VR_2868,Ont.,0.0,1.6,1.1,0.0,1.2,2019,centre25,Zone171,Neighbourhood525,Dwelling2
VR_2869,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone171,Neighbourhood526,Dwelling1
VR_2870,Ont.,0.0,0.0,0.0,0.0,1.6,2019,centre25,Zone171,Neighbourhood526,Dwelling2
VR_2871,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone172,Neighbourhood527,Dwelling1
VR_2872,Ont.,0.0,1.5,0.8,0.0,1.0,2019,centre25,Zone172,Neighbourhood527,Dwelling2
VR_2873,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone172,Neighbourhood528,Dwelling1
VR_2874,Ont.,0.0,1.1,0.6,0.0,0.8,2019,centre25,Zone172,Neighbourhood528,Dwelling2
VR_2875,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone172,Neighbourhood529,Dwelling1
VR_2876,Ont.,0.0,2.6,0.0,1.5,2.3,2019,centre25,Zone172,Neighbourhood529,Dwelling2
VR_2877,Ont.,0.0,0.0,3.2,0.7,1.1,2019,centre25,Zone172,Neighbourhood530,Dwelling1
VR_2878,Ont.,0.0,1.1,0.9,1.7,1.1,2019,centre25,Zone172,Neighbourhood530,Dwelling2
VR_2879,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone172,Neighbourhood531,Dwelling1
VR_2880,Ont.,0.0,3.3,2.3,1.8,2.6,2019,centre25,Zone172,Neighbourhood531,Dwelling2
VR_2881,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone173,Neighbourhood532,Dwelling1
VR_2882,Ont.,0.0,1.0,0.7,0.4,0.7,2019,centre25,Zone173,Neighbourhood532,Dwelling2
VR_2883,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone173,Neighbourhood533,Dwelling1
VR_2884,Ont.,0.0,1.4,0.6,0.2,0.7,2019,centre25,Zone173,Neighbourhood533,Dwelling2
VR_2885,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone173,Neighbourhood534,Dwelling1
VR_2886,Ont.,0.0,0.0,1.7,0.0,1.6,2019,centre25,Zone173,Neighbourhood534,Dwelling2
VR_2887,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone173,Neighbourhood535,Dwelling1
VR_2888,Ont.,0.0,1.6,1.7,0.8,1.8,2019,centre25,Zone173,Neighbourhood535,Dwelling2
VR_2889,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone173,Neighbourhood536,Dwelling1
VR_2890,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone173,Neighbourhood536,Dwelling2
VR_2891,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone174,Neighbourhood537,Dwelling1
VR_2892,Ont.,0.0,1.2,0.7,0.0,0.9,2019,centre25,Zone174,Neighbourhood537,Dwelling2
VR_2893,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone174,Neighbourhood538,Dwelling1
VR_2894,Ont.,0.0,0.2,0.3,0.0,0.8,2019,centre25,Zone174,Neighbourhood538,Dwelling2
VR_2895,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone174,Neighbourhood539,Dwelling1
VR_2896,Ont.,0.0,1.0,0.5,0.0,0.7,2019,centre25,Zone174,Neighbourhood539,Dwelling2
VR_2897,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone174,Neighbourhood540,Dwelling1
VR_2898,Ont.,0.0,1.1,0.9,0.5,1.0,2019,centre25,Zone174,Neighbourhood540,Dwelling2
VR_2899,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone174,Neighbourhood541,Dwelling1
VR_2900,Ont.,0.0,0.0,0.4,0.0,0.2,2019,centre25,Zone174,Neighbourhood541,Dwelling2
VR_2901,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone174,Neighbourhood542,Dwelling1
VR_2902,Ont.,0.0,0.0,1.4,0.0,1.1,2019,centre25,Zone174,Neighbourhood542,Dwelling2
VR_2903,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone175,Neighbourhood543,Dwelling1
VR_2904,Ont.,0.0,1.0,0.6,1.0,0.8,2019,centre25,Zone175,Neighbourhood543,Dwelling2
VR_2905,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone175,Neighbourhood544,Dwelling1
VR_2906,Ont.,0.0,1.4,2.5,0.0,1.8,2019,centre25,Zone175,Neighbourhood544,Dwelling2
VR_2907,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone175,Neighbourhood545,Dwelling1
VR_2908,Ont.,0.0,2.0,0.6,1.4,1.2,2019,centre25,Zone175,Neighbourhood545,Dwelling2
VR_2909,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone175,Neighbourhood546,Dwelling1
VR_2910,Ont.,2.9,2.6,1.0,1.0,1.5,2019,centre25,Zone175,Neighbourhood546,Dwelling2
VR_2911,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone175,Neighbourhood547,Dwelling1
VR_2912,Ont.,0.0,1.3,0.8,0.0,1.0,2019,centre25,Zone175,Neighbourhood547,Dwelling2
VR_2913,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone176,Neighbourhood548,Dwelling1
VR_2914,Ont.,2.0,1.1,0.6,0.1,0.7,2019,centre25,Zone176,Neighbourhood548,Dwelling2
VR_2915,Ont.,0.0,0.0,0.0,0.3,0.3,2019,centre25,Zone176,Neighbourhood549,Dwelling1
VR_2916,Ont.,0.0,0.5,0.0,1.9,1.4,2019,centre25,Zone176,Neighbourhood549,Dwelling2
VR_2917,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone177,Neighbourhood550,Dwelling1
VR_2918,Ont.,0.0,2.5,3.4,0.0,3.3,2019,centre25,Zone177,Neighbourhood550,Dwelling2
VR_2919,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone177,Neighbourhood551,Dwelling1
VR_2920,Ont.,0.0,1.4,1.2,0.3,1.3,2019,centre25,Zone177,Neighbourhood551,Dwelling2
VR_2921,Ont.,0.0,0.0,1.1,0.0,1.1,2019,centre25,Zone177,Neighbourhood552,Dwelling1
VR_2922,Ont.,0.9,1.0,1.8,0.9,1.3,2019,centre25,Zone177,Neighbourhood552,Dwelling2
VR_2923,Ont.,0.0,0.0,0.0,0.6,0.6,2019,centre25,Zone178,Neighbourhood553,Dwelling1
VR_2924,Ont.,0.0,1.4,0.2,0.0,0.8,2019,centre25,Zone178,Neighbourhood553,Dwelling2
VR_2925,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone178,Neighbourhood554,Dwelling1
VR_2926,Ont.,0.0,0.6,0.3,0.5,0.4,2019,centre25,Zone178,Neighbourhood554,Dwelling2
VR_2927,Ont.,0.0,0.0,0.0,1.0,0.9,2019,centre25,Zone179,Neighbourhood555,Dwelling1
VR_2928,Ont.,0.0,0.9,0.9,1.0,0.9,2019,centre25,Zone179,Neighbourhood555,Dwelling2
VR_2929,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone179,Neighbourhood556,Dwelling1
VR_2930,Ont.,0.0,0.0,0.6,0.5,0.7,2019,centre25,Zone179,Neighbourhood556,Dwelling2
VR_2931,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone180,Neighbourhood557,Dwelling1
VR_2932,Ont.,0.0,0.8,1.6,2.0,1.3,2019,centre25,Zone180,Neighbourhood557,Dwelling2
VR_2933,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone181,Neighbourhood558,Dwelling1
VR_2934,Ont.,0.0,1.5,1.0,1.0,1.1,2019,centre25,Zone181,Neighbourhood558,Dwelling2
VR_2935,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone182,Neighbourhood559,Dwelling1
VR_2936,Ont.,0.0,1.1,4.2,0.0,3.0,2019,centre25,Zone182,Neighbourhood559,Dwelling2
VR_2937,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone182,Neighbourhood560,Dwelling1
VR_2938,Ont.,0.0,2.3,2.1,1.2,2.1,2019,centre25,Zone182,Neighbourhood560,Dwelling2
VR_2939,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone183,Neighbourhood561,Dwelling1
VR_2940,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone183,Neighbourhood561,Dwelling2
VR_2941,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone184,Neighbourhood562,Dwelling1
VR_2942,Ont.,0.0,2.0,0.9,2.1,1.4,2019,centre25,Zone184,Neighbourhood562,Dwelling2
VR_2943,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone185,Neighbourhood563,Dwelling1
VR_2944,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone185,Neighbourhood563,Dwelling2
VR_2945,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone185,Neighbourhood564,Dwelling1
VR_2946,Ont.,0.0,0.0,1.3,0.0,0.6,2019,centre25,Zone185,Neighbourhood564,Dwelling2
VR_2947,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone185,Neighbourhood565,Dwelling1
VR_2948,Ont.,0.0,2.1,0.4,0.0,1.8,2019,centre25,Zone185,Neighbourhood565,Dwelling2
VR_2949,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone185,Neighbourhood566,Dwelling1
VR_2950,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone185,Neighbourhood566,Dwelling2
VR_2951,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone186,Neighbourhood567,Dwelling1
VR_2952,Ont.,0.0,1.2,1.3,0.0,1.2,2019,centre25,Zone186,Neighbourhood567,Dwelling2
VR_2953,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone187,Neighbourhood568,Dwelling1
VR_2954,Ont.,0.0,2.6,2.3,1.4,1.9,2019,centre25,Zone187,Neighbourhood568,Dwelling2
VR_2955,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone187,Neighbourhood569,Dwelling1
VR_2956,Ont.,0.0,0.0,0.0,0.0,4.8,2019,centre25,Zone187,Neighbourhood569,Dwelling2
VR_2957,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone188,Neighbourhood570,Dwelling1
VR_2958,Ont.,0.0,1.4,1.7,1.4,1.5,2019,centre25,Zone188,Neighbourhood570,Dwelling2
VR_2959,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone189,Neighbourhood571,Dwelling1
VR_2960,Ont.,0.0,0.5,1.2,0.0,0.9,2019,centre25,Zone189,Neighbourhood571,Dwelling2
VR_2961,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone190,Neighbourhood572,Dwelling1
VR_2962,Ont.,0.0,1.6,0.9,0.0,1.0,2019,centre25,Zone190,Neighbourhood572,Dwelling2
VR_2963,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone191,Neighbourhood252,Dwelling1
VR_2964,Ont.,0.0,5.0,2.7,0.0,4.1,2019,centre26,Zone191,Neighbourhood252,Dwelling2
VR_2965,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone191,Neighbourhood573,Dwelling1
VR_2966,Ont.,0.0,1.3,0.0,0.0,2.2,2019,centre26,Zone191,Neighbourhood573,Dwelling2
VR_2967,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone191,Neighbourhood574,Dwelling1
VR_2968,Ont.,1.8,3.6,0.0,0.0,3.4,2019,centre26,Zone191,Neighbourhood574,Dwelling2
VR_2969,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone192,Neighbourhood575,Dwelling1
VR_2970,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone192,Neighbourhood575,Dwelling2
VR_2971,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone192,Neighbourhood576,Dwelling1
VR_2972,Ont.,0.0,4.2,0.0,0.0,4.8,2019,centre26,Zone192,Neighbourhood576,Dwelling2
VR_2973,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone193,Neighbourhood577,Dwelling1
VR_2974,Ont.,6.8,2.5,2.1,0.0,3.1,2019,centre26,Zone193,Neighbourhood577,Dwelling2
VR_2975,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone193,Neighbourhood578,Dwelling1
VR_2976,Ont.,0.0,0.9,1.9,0.0,1.5,2019,centre26,Zone193,Neighbourhood578,Dwelling2
VR_2977,Ont.,0.0,0.0,0.0,1.3,0.8,2019,centre26,Zone193,Neighbourhood579,Dwelling1
VR_2978,Ont.,0.0,1.8,0.5,0.0,1.0,2019,centre26,Zone193,Neighbourhood579,Dwelling2
VR_2979,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone193,Neighbourhood580,Dwelling1
VR_2980,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone193,Neighbourhood580,Dwelling2
VR_2981,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone193,Neighbourhood581,Dwelling1
VR_2982,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone193,Neighbourhood581,Dwelling2
VR_2983,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone20,Neighbourhood582,Dwelling1
VR_2984,Ont.,0.0,0.0,0.3,0.0,3.4,2019,centre26,Zone20,Neighbourhood582,Dwelling2
VR_2985,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone20,Neighbourhood583,Dwelling1
VR_2986,Ont.,0.0,2.2,2.7,0.0,2.5,2019,centre26,Zone20,Neighbourhood583,Dwelling2
VR_2987,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone20,Neighbourhood584,Dwelling1
VR_2988,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone20,Neighbourhood584,Dwelling2
VR_2989,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone194,Neighbourhood585,Dwelling1
VR_2990,Ont.,0.0,0.6,0.0,0.0,1.2,2019,centre26,Zone194,Neighbourhood585,Dwelling2
VR_2991,Ont.,0.0,0.0,0.0,0.0,0.0,2019,centre26,Zone3,Neighbourhood3,Dwelling1
