Units_ID,Province,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Neighbourhood_id,Dwelling_id
Units_318,Que,13.0,18.0,160.0,65.0,256.0,2018,centre6,Zone60,Neighbourhood157,Dwelling2
Units_319,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,Neighbourhood158,Dwelling1
Units_320,Que,1.0,11.0,101.0,38.0,151.0,2018,centre6,Zone61,Neighbourhood158,Dwelling2
Units_321,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,Neighbourhood159,Dwelling1
Units_322,Que,9.0,66.0,280.0,121.0,476.0,2018,centre6,Zone61,Neighbourhood159,Dwelling2
Units_323,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,Neighbourhood160,Dwelling1
Units_324,Que,0.0,34.0,68.0,8.0,110.0,2018,centre6,Zone61,Neighbourhood160,Dwelling2
Units_325,Que,0.0,0.0,3.0,0.0,3.0,2018,centre6,Zone61,Neighbourhood161,Dwelling1
Units_326,Que,52.0,189.0,723.0,320.0,1284.0,2018,centre6,Zone61,Neighbourhood161,Dwelling2
Units_327,Que,0.0,0.0,0.0,18.0,18.0,2018,centre6,Zone61,Neighbourhood162,Dwelling1
Units_328,Que,11.0,49.0,262.0,88.0,410.0,2018,centre6,Zone61,Neighbourhood162,Dwelling2
Units_329,Que,0.0,0.0,11.0,0.0,11.0,2018,centre6,Zone62,Neighbourhood163,Dwelling1
Units_330,Que,22.0,158.0,621.0,106.0,907.0,2018,centre6,Zone62,Neighbourhood163,Dwelling2
Units_331,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,Neighbourhood164,Dwelling1
Units_332,Que,32.0,72.0,887.0,190.0,1181.0,2018,centre6,Zone62,Neighbourhood164,Dwelling2
Units_333,Que,0.0,0.0,12.0,0.0,12.0,2018,centre6,Zone62,Neighbourhood165,Dwelling1
Units_334,Que,0.0,53.0,367.0,93.0,513.0,2018,centre6,Zone62,Neighbourhood165,Dwelling2
Units_335,Que,0.0,0.0,32.0,0.0,32.0,2018,centre6,Zone62,Neighbourhood166,Dwelling1
Units_336,Que,0.0,0.0,156.0,41.0,197.0,2018,centre6,Zone62,Neighbourhood166,Dwelling2
Units_337,Que,0.0,0.0,1.0,21.0,22.0,2018,centre6,Zone63,Neighbourhood167,Dwelling1
Units_338,Que,330.0,1551.0,6271.0,1411.0,9563.0,2018,centre6,Zone63,Neighbourhood167,Dwelling2
Units_339,Que,0.0,5.0,0.0,18.0,23.0,2018,centre6,Zone64,Neighbourhood168,Dwelling1
Units_340,Que,18.0,100.0,1290.0,188.0,1596.0,2018,centre6,Zone64,Neighbourhood168,Dwelling2
Units_341,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone65,Neighbourhood169,Dwelling1
Units_342,Que,0.0,3.0,245.0,32.0,280.0,2018,centre6,Zone65,Neighbourhood169,Dwelling2
Units_343,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone65,Neighbourhood170,Dwelling1
Units_344,Que,3.0,21.0,948.0,557.0,1529.0,2018,centre6,Zone65,Neighbourhood170,Dwelling2
Units_345,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone66,Neighbourhood171,Dwelling1
Units_346,Que,5.0,82.0,856.0,126.0,1069.0,2018,centre6,Zone66,Neighbourhood171,Dwelling2
Units_347,Que,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone67,Neighbourhood172,Dwelling1
Units_348,Que,123.0,572.0,1046.0,177.0,1918.0,2018,centre7,Zone67,Neighbourhood172,Dwelling2
Units_349,Que,0.0,0.0,60.0,0.0,60.0,2018,centre7,Zone67,Neighbourhood173,Dwelling1
Units_350,Que,461.0,2682.0,4364.0,1059.0,8566.0,2018,centre7,Zone67,Neighbourhood173,Dwelling2
Units_351,Que,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,Neighbourhood174,Dwelling1
Units_352,Que,18.0,78.0,103.0,6.0,205.0,2018,centre7,Zone68,Neighbourhood174,Dwelling2
Units_353,Que,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,Neighbourhood175,Dwelling1
Units_354,Que,65.0,385.0,721.0,78.0,1249.0,2018,centre7,Zone68,Neighbourhood175,Dwelling2
Units_355,Que,0.0,0.0,6.0,0.0,6.0,2018,centre7,Zone68,Neighbourhood176,Dwelling1
Units_356,Que,26.0,86.0,971.0,101.0,1184.0,2018,centre7,Zone68,Neighbourhood176,Dwelling2
Units_357,Que,0.0,1.0,2.0,0.0,3.0,2018,centre7,Zone69,Neighbourhood177,Dwelling1
Units_358,Que,100.0,571.0,1391.0,249.0,2311.0,2018,centre7,Zone69,Neighbourhood177,Dwelling2
Units_359,Que,0.0,2.0,26.0,133.0,161.0,2018,centre7,Zone69,Neighbourhood178,Dwelling1
Units_360,Que,57.0,646.0,2662.0,783.0,4148.0,2018,centre7,Zone69,Neighbourhood178,Dwelling2
Units_361,Que,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,Neighbourhood179,Dwelling1
Units_362,Que,6.0,163.0,652.0,282.0,1103.0,2018,centre7,Zone69,Neighbourhood179,Dwelling2
Units_363,Que,0.0,0.0,0.0,12.0,12.0,2018,centre7,Zone69,Neighbourhood180,Dwelling1
Units_364,Que,1.0,70.0,221.0,119.0,411.0,2018,centre7,Zone69,Neighbourhood180,Dwelling2
Units_365,Que,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,Neighbourhood181,Dwelling1
Units_366,Que,23.0,148.0,610.0,46.0,827.0,2018,centre7,Zone69,Neighbourhood181,Dwelling2
Units_367,Que,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone70,Neighbourhood182,Dwelling1
Units_368,Que,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone70,Neighbourhood182,Dwelling2
Units_369,Que,0.0,1.0,2.0,0.0,3.0,2018,centre7,Zone70,Neighbourhood183,Dwelling1
Units_370,Que,1.0,12.0,94.0,21.0,128.0,2018,centre7,Zone70,Neighbourhood183,Dwelling2
Units_371,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone71,Neighbourhood184,Dwelling1
Units_372,Que,54.0,87.0,43.0,10.0,194.0,2018,centre8,Zone71,Neighbourhood184,Dwelling2
Units_373,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone71,Neighbourhood185,Dwelling1
Units_374,Que,641.0,1267.0,943.0,262.0,3113.0,2018,centre8,Zone71,Neighbourhood185,Dwelling2
Units_375,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone71,Neighbourhood186,Dwelling1
Units_376,Que,342.0,1354.0,1561.0,790.0,4047.0,2018,centre8,Zone71,Neighbourhood186,Dwelling2
Units_377,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone71,Neighbourhood187,Dwelling1
Units_378,Que,244.0,773.0,687.0,294.0,1998.0,2018,centre8,Zone71,Neighbourhood187,Dwelling2
Units_379,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone72,Neighbourhood188,Dwelling1
Units_380,Que,220.0,463.0,571.0,111.0,1365.0,2018,centre8,Zone72,Neighbourhood188,Dwelling2
Units_381,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone72,Neighbourhood189,Dwelling1
Units_382,Que,199.0,858.0,1291.0,353.0,2701.0,2018,centre8,Zone72,Neighbourhood189,Dwelling2
Units_383,Que,0.0,0.0,0.0,24.0,24.0,2018,centre8,Zone72,Neighbourhood190,Dwelling1
Units_384,Que,643.0,2646.0,5572.0,1332.0,10193.0,2018,centre8,Zone72,Neighbourhood190,Dwelling2
Units_385,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone73,Neighbourhood191,Dwelling1
Units_386,Que,51.0,320.0,346.0,154.0,871.0,2018,centre8,Zone73,Neighbourhood191,Dwelling2
Units_387,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone73,Neighbourhood192,Dwelling1
Units_388,Que,1206.0,4568.0,5059.0,1802.0,12635.0,2018,centre8,Zone73,Neighbourhood192,Dwelling2
Units_389,Que,0.0,0.0,0.0,40.0,40.0,2018,centre8,Zone73,Neighbourhood193,Dwelling1
Units_390,Que,206.0,1651.0,2249.0,548.0,4654.0,2018,centre8,Zone73,Neighbourhood193,Dwelling2
Units_391,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone74,Neighbourhood194,Dwelling1
Units_392,Que,170.0,1294.0,2523.0,531.0,4518.0,2018,centre8,Zone74,Neighbourhood194,Dwelling2
Units_393,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone74,Neighbourhood195,Dwelling1
Units_394,Que,42.0,528.0,1076.0,370.0,2016.0,2018,centre8,Zone74,Neighbourhood195,Dwelling2
Units_395,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone74,Neighbourhood196,Dwelling1
Units_396,Que,122.0,520.0,1293.0,248.0,2183.0,2018,centre8,Zone74,Neighbourhood196,Dwelling2
Units_397,Que,0.0,0.0,12.0,4.0,16.0,2018,centre8,Zone74,Neighbourhood197,Dwelling1
Units_398,Que,16.0,754.0,2887.0,531.0,4188.0,2018,centre8,Zone74,Neighbourhood197,Dwelling2
Units_399,Que,0.0,0.0,8.0,0.0,8.0,2018,centre8,Zone75,Neighbourhood198,Dwelling1
Units_400,Que,75.0,330.0,800.0,189.0,1394.0,2018,centre8,Zone75,Neighbourhood198,Dwelling2
Units_401,Que,0.0,0.0,0.0,25.0,25.0,2018,centre8,Zone75,Neighbourhood199,Dwelling1
Units_402,Que,128.0,916.0,2677.0,609.0,4330.0,2018,centre8,Zone75,Neighbourhood199,Dwelling2
Units_403,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone75,Neighbourhood200,Dwelling1
Units_404,Que,23.0,197.0,642.0,239.0,1101.0,2018,centre8,Zone75,Neighbourhood200,Dwelling2
Units_405,Que,0.0,0.0,3.0,0.0,3.0,2018,centre8,Zone75,Neighbourhood201,Dwelling1
Units_406,Que,6.0,36.0,188.0,66.0,296.0,2018,centre8,Zone75,Neighbourhood201,Dwelling2
Units_407,Que,0.0,0.0,83.0,120.0,203.0,2018,centre8,Zone76,Neighbourhood202,Dwelling1
Units_408,Que,190.0,1913.0,4866.0,937.0,7906.0,2018,centre8,Zone76,Neighbourhood202,Dwelling2
Units_409,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone76,Neighbourhood203,Dwelling1
Units_410,Que,26.0,281.0,818.0,184.0,1309.0,2018,centre8,Zone76,Neighbourhood203,Dwelling2
Units_411,Que,0.0,1.0,4.0,0.0,5.0,2018,centre8,Zone76,Neighbourhood204,Dwelling1
Units_412,Que,3.0,89.0,239.0,44.0,375.0,2018,centre8,Zone76,Neighbourhood204,Dwelling2
Units_413,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone77,Neighbourhood205,Dwelling1
Units_414,Que,38.0,234.0,633.0,138.0,1043.0,2018,centre8,Zone77,Neighbourhood205,Dwelling2
Units_415,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone77,Neighbourhood206,Dwelling1
Units_416,Que,27.0,417.0,1067.0,152.0,1663.0,2018,centre8,Zone77,Neighbourhood206,Dwelling2
Units_417,Que,0.0,0.0,4.0,0.0,4.0,2018,centre8,Zone77,Neighbourhood207,Dwelling1
Units_418,Que,3.0,85.0,408.0,148.0,644.0,2018,centre8,Zone77,Neighbourhood207,Dwelling2
Units_419,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone78,Neighbourhood208,Dwelling1
Units_420,Que,6.0,166.0,641.0,51.0,864.0,2018,centre8,Zone78,Neighbourhood208,Dwelling2
Units_421,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone78,Neighbourhood209,Dwelling1
Units_422,Que,0.0,54.0,166.0,32.0,252.0,2018,centre8,Zone78,Neighbourhood209,Dwelling2
Units_423,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone78,Neighbourhood210,Dwelling1
Units_424,Que,7.0,218.0,738.0,285.0,1248.0,2018,centre8,Zone78,Neighbourhood210,Dwelling2
Units_425,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone79,Neighbourhood211,Dwelling1
Units_426,Que,5.0,32.0,222.0,37.0,296.0,2018,centre8,Zone79,Neighbourhood211,Dwelling2
Units_427,Que,0.0,0.0,5.0,1.0,6.0,2018,centre8,Zone79,Neighbourhood212,Dwelling1
Units_428,Que,14.0,158.0,357.0,93.0,622.0,2018,centre8,Zone79,Neighbourhood212,Dwelling2
Units_429,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone80,Neighbourhood213,Dwelling1
Units_430,Que,0.0,13.0,113.0,10.0,136.0,2018,centre8,Zone80,Neighbourhood213,Dwelling2
Units_431,Que,0.0,0.0,4.0,0.0,4.0,2018,centre8,Zone80,Neighbourhood214,Dwelling1
Units_432,Que,0.0,2.0,21.0,16.0,39.0,2018,centre8,Zone80,Neighbourhood214,Dwelling2
Units_433,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone80,Neighbourhood215,Dwelling1
Units_434,Que,2.0,36.0,69.0,22.0,129.0,2018,centre8,Zone80,Neighbourhood215,Dwelling2
Units_435,Que,0.0,0.0,5.0,5.0,10.0,2018,centre8,Zone81,Neighbourhood216,Dwelling1
Units_436,Que,2.0,153.0,528.0,120.0,803.0,2018,centre8,Zone81,Neighbourhood216,Dwelling2
Units_437,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone81,Neighbourhood217,Dwelling1
Units_438,Que,1.0,18.0,367.0,45.0,431.0,2018,centre8,Zone81,Neighbourhood217,Dwelling2
Units_439,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone81,Neighbourhood218,Dwelling1
Units_440,Que,4.0,37.0,252.0,32.0,325.0,2018,centre8,Zone81,Neighbourhood218,Dwelling2
Units_441,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone82,Neighbourhood219,Dwelling1
Units_442,Que,28.0,309.0,966.0,210.0,1513.0,2018,centre8,Zone82,Neighbourhood219,Dwelling2
Units_443,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone82,Neighbourhood220,Dwelling1
Units_444,Que,41.0,242.0,1004.0,141.0,1428.0,2018,centre8,Zone82,Neighbourhood220,Dwelling2
Units_445,Que,0.0,0.0,13.0,0.0,13.0,2018,centre8,Zone82,Neighbourhood221,Dwelling1
Units_446,Que,0.0,52.0,699.0,56.0,807.0,2018,centre8,Zone82,Neighbourhood221,Dwelling2
Units_447,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone82,Neighbourhood222,Dwelling1
Units_448,Que,0.0,15.0,108.0,4.0,127.0,2018,centre8,Zone82,Neighbourhood222,Dwelling2
Units_449,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone83,Neighbourhood223,Dwelling1
Units_450,Que,6.0,141.0,854.0,130.0,1131.0,2018,centre8,Zone83,Neighbourhood223,Dwelling2
Units_451,Que,0.0,0.0,45.0,12.0,57.0,2018,centre8,Zone83,Neighbourhood224,Dwelling1
Units_452,Que,152.0,575.0,1462.0,261.0,2450.0,2018,centre8,Zone83,Neighbourhood224,Dwelling2
Units_453,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone83,Neighbourhood225,Dwelling1
Units_454,Que,37.0,344.0,769.0,181.0,1331.0,2018,centre8,Zone83,Neighbourhood225,Dwelling2
Units_455,Que,0.0,0.0,0.0,0.0,0.0,2018,centre8,Zone83,Neighbourhood226,Dwelling1
Units_456,Que,0.0,21.0,439.0,127.0,587.0,2018,centre8,Zone83,Neighbourhood226,Dwelling2
Units_457,Que,0.0,0.0,8.0,0.0,8.0,2018,centre8,Zone83,Neighbourhood227,Dwelling1
Units_458,Que,24.0,46.0,191.0,42.0,303.0,2018,centre8,Zone83,Neighbourhood227,Dwelling2
Units_459,Que,0.0,0.0,0.0,0.0,0.0,2018,centre9,Zone84,Neighbourhood228,Dwelling1
Units_460,Que,430.0,1970.0,3964.0,981.0,7345.0,2018,centre9,Zone84,Neighbourhood228,Dwelling2
Units_461,Que,0.0,0.0,0.0,0.0,0.0,2018,centre9,Zone85,Neighbourhood229,Dwelling1
Units_462,Que,393.0,896.0,766.0,311.0,2366.0,2018,centre9,Zone85,Neighbourhood229,Dwelling2
Units_463,Que,0.0,2.0,2.0,4.0,8.0,2018,centre9,Zone86,Neighbourhood230,Dwelling1
Units_464,Que,781.0,1600.0,3386.0,1118.0,6885.0,2018,centre9,Zone86,Neighbourhood230,Dwelling2
Units_465,Que,0.0,0.0,22.0,0.0,22.0,2018,centre9,Zone87,Neighbourhood231,Dwelling1
Units_466,Que,396.0,1220.0,3917.0,1555.0,7088.0,2018,centre9,Zone87,Neighbourhood231,Dwelling2
Units_467,Que,0.0,0.0,0.0,0.0,0.0,2018,centre9,Zone88,Neighbourhood232,Dwelling1
Units_468,Que,4.0,57.0,208.0,107.0,376.0,2018,centre9,Zone88,Neighbourhood232,Dwelling2
Units_469,Que,0.0,4.0,14.0,6.0,24.0,2018,centre9,Zone89,Neighbourhood233,Dwelling1
Units_470,Que,11.0,341.0,1673.0,741.0,2766.0,2018,centre9,Zone89,Neighbourhood233,Dwelling2
Units_471,Que,0.0,6.0,8.0,0.0,14.0,2018,centre9,Zone90,Neighbourhood234,Dwelling1
Units_472,Que,125.0,382.0,1359.0,470.0,2336.0,2018,centre9,Zone90,Neighbourhood234,Dwelling2
Units_473,Que,0.0,0.0,0.0,3.0,3.0,2018,centre9,Zone91,Neighbourhood235,Dwelling1
Units_474,Que,66.0,284.0,1192.0,687.0,2229.0,2018,centre9,Zone91,Neighbourhood235,Dwelling2
Units_475,Que,0.0,0.0,4.0,0.0,4.0,2018,centre9,Zone92,Neighbourhood236,Dwelling1
Units_476,Que,83.0,1019.0,1949.0,626.0,3677.0,2018,centre9,Zone92,Neighbourhood236,Dwelling2
Units_477,Que,0.0,0.0,0.0,0.0,0.0,2018,centre9,Zone3,Neighbourhood3,Dwelling1
Units_478,Que,0.0,16.0,104.0,49.0,169.0,2018,centre9,Zone3,Neighbourhood3,Dwelling2
Units_479,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone93,Neighbourhood237,Dwelling1
Units_480,Que,107.0,485.0,493.0,201.0,1286.0,2018,centre10,Zone93,Neighbourhood237,Dwelling2
Units_481,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone93,Neighbourhood238,Dwelling1
Units_482,Que,52.0,397.0,577.0,192.0,1218.0,2018,centre10,Zone93,Neighbourhood238,Dwelling2
Units_483,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone93,Neighbourhood239,Dwelling1
Units_484,Que,14.0,217.0,314.0,87.0,632.0,2018,centre10,Zone93,Neighbourhood239,Dwelling2
Units_485,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone94,Neighbourhood240,Dwelling1
Units_486,Que,253.0,819.0,1098.0,462.0,2632.0,2018,centre10,Zone94,Neighbourhood240,Dwelling2
Units_487,Que,0.0,0.0,28.0,0.0,28.0,2018,centre10,Zone24,Neighbourhood241,Dwelling1
Units_488,Que,72.0,728.0,1392.0,780.0,2972.0,2018,centre10,Zone24,Neighbourhood241,Dwelling2
Units_489,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone95,Neighbourhood242,Dwelling1
Units_490,Que,28.0,451.0,1006.0,521.0,2006.0,2018,centre10,Zone95,Neighbourhood242,Dwelling2
Units_491,Que,0.0,0.0,0.0,16.0,16.0,2018,centre10,Zone95,Neighbourhood243,Dwelling1
Units_492,Que,2.0,310.0,939.0,410.0,1661.0,2018,centre10,Zone95,Neighbourhood243,Dwelling2
Units_493,Que,0.0,0.0,4.0,0.0,4.0,2018,centre10,Zone96,Neighbourhood244,Dwelling1
Units_494,Que,6.0,57.0,256.0,72.0,391.0,2018,centre10,Zone96,Neighbourhood244,Dwelling2
Units_495,Que,0.0,0.0,8.0,0.0,8.0,2018,centre10,Zone97,Neighbourhood245,Dwelling1
Units_496,Que,47.0,499.0,980.0,260.0,1786.0,2018,centre10,Zone97,Neighbourhood245,Dwelling2
Units_497,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone97,Neighbourhood246,Dwelling1
Units_498,Que,36.0,591.0,1251.0,687.0,2565.0,2018,centre10,Zone97,Neighbourhood246,Dwelling2
Units_499,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone98,Neighbourhood247,Dwelling1
Units_500,Que,0.0,83.0,162.0,252.0,497.0,2018,centre10,Zone98,Neighbourhood247,Dwelling2
Units_501,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone98,Neighbourhood248,Dwelling1
Units_502,Que,0.0,18.0,153.0,97.0,268.0,2018,centre10,Zone98,Neighbourhood248,Dwelling2
Units_503,Que,0.0,0.0,0.0,0.0,0.0,2018,centre10,Zone98,Neighbourhood249,Dwelling1
Units_504,Que,0.0,8.0,42.0,8.0,58.0,2018,centre10,Zone98,Neighbourhood249,Dwelling2
Units_505,Que,0.0,0.0,4.0,0.0,4.0,2018,centre10,Zone99,Neighbourhood250,Dwelling1
Units_506,Que,2.0,19.0,38.0,13.0,72.0,2018,centre10,Zone99,Neighbourhood250,Dwelling2
Units_507,Que,0.0,0.0,12.0,0.0,12.0,2018,centre10,Zone99,Neighbourhood251,Dwelling1
Units_508,Que,3.0,71.0,293.0,116.0,483.0,2018,centre10,Zone99,Neighbourhood251,Dwelling2
Units_509,Ont.,0.0,2.0,8.0,42.0,52.0,2018,centre11,Zone100,Neighbourhood252,Dwelling1
Units_510,Ont.,92.0,531.0,967.0,107.0,1697.0,2018,centre11,Zone100,Neighbourhood252,Dwelling2
Units_511,Ont.,0.0,0.0,0.0,0.0,0.0,2018,centre11,Zone100,Neighbourhood253,Dwelling1
Units_512,Ont.,0.0,17.0,234.0,27.0,278.0,2018,centre11,Zone100,Neighbourhood253,Dwelling2
Units_513,Ont.,0.0,0.0,32.0,0.0,32.0,2018,centre11,Zone100,Neighbourhood254,Dwelling1
Units_514,Ont.,5.0,288.0,299.0,71.0,663.0,2018,centre11,Zone100,Neighbourhood254,Dwelling2
Units_515,Ont.,0.0,0.0,12.0,32.0,44.0,2018,centre11,Zone100,Neighbourhood255,Dwelling1
Units_516,Ont.,6.0,244.0,399.0,81.0,730.0,2018,centre11,Zone100,Neighbourhood255,Dwelling2
Units_517,Ont.,0.0,0.0,78.0,216.0,294.0,2018,centre11,Zone100,Neighbourhood256,Dwelling1
Units_518,Ont.,9.0,81.0,222.0,34.0,346.0,2018,centre11,Zone100,Neighbourhood256,Dwelling2
Units_519,Ont.,0.0,0.0,0.0,0.0,0.0,2018,centre11,Zone100,Neighbourhood257,Dwelling1
Units_520,Ont.,0.0,5.0,4.0,0.0,9.0,2018,centre11,Zone100,Neighbourhood257,Dwelling2
Units_521,Ont.,0.0,4.0,6.0,0.0,10.0,2018,centre11,Zone100,Neighbourhood258,Dwelling1
Units_522,Ont.,0.0,3.0,7.0,0.0,10.0,2018,centre11,Zone100,Neighbourhood258,Dwelling2
Units_523,Ont.,0.0,10.0,11.0,3.0,24.0,2018,centre12,Zone101,Neighbourhood259,Dwelling1
Units_524,Ont.,79.0,979.0,1669.0,139.0,2866.0,2018,centre12,Zone101,Neighbourhood259,Dwelling2
