Units_ID,Province,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Neighbourhood_id,Dwelling_id
Units_1669,B.C.,0.0,0.0,16.0,26.0,42.0,2018,centre35,Zone251,Neighbourhood45,Dwelling1
Units_1670,B.C.,495.0,3403.0,1257.0,70.0,5225.0,2018,centre35,Zone251,Neighbourhood45,Dwelling2
Units_1671,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone251,Neighbourhood803,Dwelling1
Units_1672,B.C.,90.0,875.0,390.0,41.0,1396.0,2018,centre35,Zone251,Neighbourhood803,Dwelling2
Units_1673,B.C.,0.0,0.0,15.0,0.0,15.0,2018,centre35,Zone252,Neighbourhood804,Dwelling1
Units_1674,B.C.,297.0,1847.0,757.0,17.0,2918.0,2018,centre35,Zone252,Neighbourhood804,Dwelling2
Units_1675,B.C.,0.0,0.0,6.0,15.0,21.0,2018,centre35,Zone252,Neighbourhood805,Dwelling1
Units_1676,B.C.,75.0,747.0,425.0,6.0,1253.0,2018,centre35,Zone252,Neighbourhood805,Dwelling2
Units_1677,B.C.,0.0,0.0,1.0,4.0,5.0,2018,centre35,Zone252,Neighbourhood806,Dwelling1
Units_1678,B.C.,76.0,640.0,407.0,18.0,1141.0,2018,centre35,Zone252,Neighbourhood806,Dwelling2
Units_1679,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone252,Neighbourhood807,Dwelling1
Units_1680,B.C.,56.0,426.0,264.0,8.0,754.0,2018,centre35,Zone252,Neighbourhood807,Dwelling2
Units_1681,B.C.,0.0,11.0,28.0,148.0,187.0,2018,centre35,Zone253,Neighbourhood808,Dwelling1
Units_1682,B.C.,4.0,103.0,292.0,98.0,497.0,2018,centre35,Zone253,Neighbourhood808,Dwelling2
Units_1683,B.C.,3.0,7.0,62.0,126.0,198.0,2018,centre35,Zone253,Neighbourhood809,Dwelling1
Units_1684,B.C.,179.0,257.0,99.0,15.0,550.0,2018,centre35,Zone253,Neighbourhood809,Dwelling2
Units_1685,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone254,Neighbourhood810,Dwelling1
Units_1686,B.C.,87.0,756.0,234.0,59.0,1136.0,2018,centre35,Zone254,Neighbourhood810,Dwelling2
Units_1687,B.C.,3.0,3.0,2.0,4.0,12.0,2018,centre35,Zone254,Neighbourhood811,Dwelling1
Units_1688,B.C.,149.0,547.0,460.0,34.0,1190.0,2018,centre35,Zone254,Neighbourhood811,Dwelling2
Units_1689,B.C.,0.0,5.0,56.0,109.0,170.0,2018,centre35,Zone255,Neighbourhood812,Dwelling1
Units_1690,B.C.,134.0,729.0,691.0,32.0,1586.0,2018,centre35,Zone255,Neighbourhood812,Dwelling2
Units_1691,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone255,Neighbourhood813,Dwelling1
Units_1692,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone255,Neighbourhood813,Dwelling2
Units_1693,B.C.,0.0,0.0,34.0,81.0,115.0,2018,centre35,Zone255,Neighbourhood814,Dwelling1
Units_1694,B.C.,27.0,260.0,223.0,80.0,590.0,2018,centre35,Zone255,Neighbourhood814,Dwelling2
Units_1695,B.C.,0.0,4.0,60.0,69.0,133.0,2018,centre35,Zone255,Neighbourhood815,Dwelling1
Units_1696,B.C.,60.0,176.0,183.0,33.0,452.0,2018,centre35,Zone255,Neighbourhood815,Dwelling2
Units_1697,B.C.,0.0,0.0,117.0,140.0,257.0,2018,centre35,Zone255,Neighbourhood816,Dwelling1
Units_1698,B.C.,111.0,264.0,94.0,0.0,469.0,2018,centre35,Zone255,Neighbourhood816,Dwelling2
Units_1699,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone256,Neighbourhood817,Dwelling1
Units_1700,B.C.,29.0,447.0,327.0,6.0,809.0,2018,centre35,Zone256,Neighbourhood817,Dwelling2
Units_1701,B.C.,0.0,0.0,4.0,0.0,4.0,2018,centre35,Zone256,Neighbourhood818,Dwelling1
Units_1702,B.C.,32.0,254.0,148.0,14.0,448.0,2018,centre35,Zone256,Neighbourhood818,Dwelling2
Units_1703,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone256,Neighbourhood819,Dwelling1
Units_1704,B.C.,12.0,152.0,292.0,14.0,470.0,2018,centre35,Zone256,Neighbourhood819,Dwelling2
Units_1705,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone257,Neighbourhood820,Dwelling1
Units_1706,B.C.,33.0,397.0,348.0,38.0,816.0,2018,centre35,Zone257,Neighbourhood820,Dwelling2
Units_1707,B.C.,0.0,0.0,10.0,112.0,122.0,2018,centre35,Zone257,Neighbourhood821,Dwelling1
Units_1708,B.C.,21.0,781.0,758.0,116.0,1676.0,2018,centre35,Zone257,Neighbourhood821,Dwelling2
Units_1709,B.C.,0.0,2.0,6.0,26.0,34.0,2018,centre35,Zone257,Neighbourhood822,Dwelling1
Units_1710,B.C.,4.0,865.0,813.0,197.0,1879.0,2018,centre35,Zone257,Neighbourhood822,Dwelling2
Units_1711,B.C.,0.0,0.0,18.0,22.0,40.0,2018,centre35,Zone257,Neighbourhood823,Dwelling1
Units_1712,B.C.,6.0,323.0,177.0,3.0,509.0,2018,centre35,Zone257,Neighbourhood823,Dwelling2
Units_1713,B.C.,0.0,4.0,4.0,106.0,114.0,2018,centre35,Zone257,Neighbourhood824,Dwelling1
Units_1714,B.C.,14.0,198.0,293.0,38.0,543.0,2018,centre35,Zone257,Neighbourhood824,Dwelling2
Units_1715,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone257,Neighbourhood825,Dwelling1
Units_1716,B.C.,0.0,84.0,96.0,0.0,180.0,2018,centre35,Zone257,Neighbourhood825,Dwelling2
Units_1717,B.C.,0.0,0.0,0.0,0.0,0.0,2018,centre35,Zone258,Neighbourhood826,Dwelling1
Units_1718,B.C.,72.0,939.0,375.0,7.0,1393.0,2018,centre35,Zone258,Neighbourhood826,Dwelling2
Units_1719,B.C.,0.0,0.0,48.0,143.0,191.0,2018,centre35,Zone259,Neighbourhood827,Dwelling1
Units_1720,B.C.,78.0,939.0,1008.0,65.0,2090.0,2018,centre35,Zone259,Neighbourhood827,Dwelling2
Units_1721,B.C.,0.0,0.0,9.0,39.0,48.0,2018,centre35,Zone259,Neighbourhood828,Dwelling1
