ID,Province,Centres,Zones,Neighbourhood,Year,Centre_id,Zone_id,AR Bachelor,AR 1 Bedroom,AR 2 Bedroom,AR 3 Bedroom +,AR Total,VR Bachelor,VR 1 Bedroom,VR 2 Bedroom,VR 3 Bedroom +,VR Total,Units Bachelor,Units 1 Bedroom,Units 2 Bedroom,Units 3 Bedroom +,Units Total
ID_2591,Ont.,Ottawa,Sandy Hill/Lowertown,Sandy Hill,2019,centre21,Zone141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,20.0
ID_2592,Ont.,Ottawa,Sandy Hill/Lowertown,Sandy Hill,2019,centre21,Zone141,926.0,1248.0,1699.0,2585.0,1500.0,3.3,1.3,0.8,0.0,1.7,548.0,1473.0,1333.0,356.0,3710.0
ID_2593,Ont.,Ottawa,Glebe/Old Ottawa South,Glebe,2019,centre21,Zone142,0.0,0.0,0.0,0.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,13.0,25.0
ID_2594,Ont.,Ottawa,Glebe/Old Ottawa South,Glebe,2019,centre21,Zone142,923.0,1220.0,1559.0,1867.0,1351.0,0.0,0.2,0.0,0.0,1.3,132.0,541.0,504.0,61.0,1238.0
ID_2595,Ont.,Ottawa,Glebe/Old Ottawa South,Old Ottawa South,2019,centre21,Zone142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0
ID_2596,Ont.,Ottawa,Glebe/Old Ottawa South,Old Ottawa South,2019,centre21,Zone142,903.0,1156.0,1463.0,0.0,1322.0,0.0,1.2,0.0,0.0,0.6,66.0,1004.0,814.0,169.0,2053.0
ID_2597,Ont.,Ottawa,Alta Vista,Alta Vista,2019,centre21,Zone143,0.0,0.0,0.0,1492.0,1438.0,0.0,0.0,0.0,4.1,4.9,0.0,0.0,154.0,336.0,490.0
ID_2598,Ont.,Ottawa,Alta Vista,Alta Vista,2019,centre21,Zone143,907.0,1096.0,1283.0,1683.0,1207.0,1.1,1.5,1.8,0.0,1.7,190.0,3622.0,3492.0,320.0,7624.0
ID_2599,Ont.,Ottawa,Carlington/Iris,Hampton Park,2019,centre21,Zone144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,18.0
ID_2600,Ont.,Ottawa,Carlington/Iris,Hampton Park,2019,centre21,Zone144,0.0,1051.0,1385.0,0.0,1270.0,0.0,0.0,0.0,0.0,0.0,28.0,206.0,430.0,25.0,689.0
ID_2601,Ont.,Ottawa,Carlington/Iris,Carlington,2019,centre21,Zone144,0.0,0.0,0.0,0.0,1870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,73.0,99.0
ID_2602,Ont.,Ottawa,Carlington/Iris,Carlington,2019,centre21,Zone144,868.0,993.0,1149.0,0.0,1060.0,0.3,1.4,1.4,0.0,1.3,340.0,1813.0,1265.0,66.0,3484.0
ID_2603,Ont.,Ottawa,Carlington/Iris,Iris/Queensway Terrace/Whitehaven,2019,centre21,Zone144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,146.0,268.0
ID_2604,Ont.,Ottawa,Carlington/Iris,Iris/Queensway Terrace/Whitehaven,2019,centre21,Zone144,937.0,1160.0,1401.0,1652.0,1263.0,0.8,0.7,0.8,1.1,0.8,123.0,1262.0,1103.0,146.0,2634.0
ID_2605,Ont.,Ottawa,Chinatown/Hintonburg/Westboro N,West Centretown/Fisher Park,2019,centre21,Zone145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,21.0
ID_2606,Ont.,Ottawa,Chinatown/Hintonburg/Westboro N,West Centretown/Fisher Park,2019,centre21,Zone145,923.0,1262.0,0.0,0.0,0.0,0.0,1.1,3.3,0.0,2.1,148.0,695.0,403.0,53.0,1299.0
ID_2607,Ont.,Ottawa,Chinatown/Hintonburg/Westboro N,Chinatown/Hintonburg,2019,centre21,Zone145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,6.0,21.0,39.0
ID_2608,Ont.,Ottawa,Chinatown/Hintonburg/Westboro N,Chinatown/Hintonburg,2019,centre21,Zone145,1015.0,1330.0,1582.0,0.0,1338.0,0.0,1.0,0.0,0.0,1.7,312.0,1119.0,601.0,35.0,2067.0
ID_2609,Ont.,Ottawa,Chinatown/Hintonburg/Westboro N,Westboro North/Tunney's Pasture,2019,centre21,Zone145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,29.0
ID_2610,Ont.,Ottawa,Chinatown/Hintonburg/Westboro N,Westboro North/Tunney's Pasture,2019,centre21,Zone145,933.0,1219.0,1548.0,0.0,1320.0,2.7,2.7,4.5,0.0,3.1,210.0,1000.0,513.0,105.0,1828.0
ID_2611,Ont.,Ottawa,New Edinb./Manor Park/Overbrook,New Edinburgh/Manor Park etc,2019,centre21,Zone146,0.0,0.0,1249.0,1422.0,1273.0,0.0,0.0,0.2,0.0,0.2,0.0,14.0,446.0,77.0,537.0
ID_2612,Ont.,Ottawa,New Edinb./Manor Park/Overbrook,New Edinburgh/Manor Park etc,2019,centre21,Zone146,904.0,1135.0,1347.0,0.0,1229.0,0.0,0.5,0.6,0.0,0.4,145.0,504.0,629.0,90.0,1368.0
ID_2613,Ont.,Ottawa,New Edinb./Manor Park/Overbrook,Overbrook/Castle Heights,2019,centre21,Zone146,0.0,0.0,0.0,1225.0,1225.0,0.0,0.0,0.0,0.5,0.5,0.0,15.0,37.0,419.0,471.0
ID_2614,Ont.,Ottawa,New Edinb./Manor Park/Overbrook,Overbrook/Castle Heights,2019,centre21,Zone146,851.0,1287.0,0.0,0.0,1502.0,1.3,3.1,2.1,0.0,2.4,85.0,931.0,1182.0,93.0,2291.0
ID_2615,Ont.,Ottawa,Westboro S/Hampton Pk/Britannia,Westboro South,2019,centre21,Zone147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2616,Ont.,Ottawa,Westboro S/Hampton Pk/Britannia,Westboro South,2019,centre21,Zone147,903.0,1095.0,1283.0,0.0,1146.0,0.0,0.3,0.1,0.0,0.2,166.0,769.0,717.0,31.0,1683.0
ID_2617,Ont.,Ottawa,Westboro S/Hampton Pk/Britannia,Britannia/Lincoln Heights,2019,centre21,Zone147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,67.0
ID_2618,Ont.,Ottawa,Westboro S/Hampton Pk/Britannia,Britannia/Lincoln Heights,2019,centre21,Zone147,943.0,1066.0,1264.0,1420.0,1146.0,0.9,1.6,0.7,0.0,1.2,277.0,1941.0,1580.0,138.0,3936.0
ID_2619,Ont.,Ottawa,Hunt Club/South Keys,Hunt Club/South Keys,2019,centre21,Zone148,0.0,0.0,0.0,1641.0,1598.0,0.0,0.0,0.0,2.6,2.2,0.0,0.0,20.0,114.0,134.0
ID_2620,Ont.,Ottawa,Hunt Club/South Keys,Hunt Club/South Keys,2019,centre21,Zone148,0.0,1003.0,1181.0,0.0,1101.0,0.0,1.4,1.6,0.0,1.5,115.0,1019.0,1062.0,77.0,2273.0
ID_2621,Ont.,Ottawa,Vanier,Vanier,2019,centre21,Zone149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,43.0,52.0
ID_2622,Ont.,Ottawa,Vanier,Vanier,2019,centre21,Zone149,820.0,999.0,1135.0,1543.0,1074.0,0.0,0.8,1.7,0.0,1.4,171.0,1802.0,1876.0,211.0,4060.0
ID_2623,Ont.,Ottawa,Gloucester North/Orleans,Beacon Hill/Cyrville,2019,centre21,Zone150,0.0,0.0,0.0,1448.0,1448.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,491.0,491.0
ID_2624,Ont.,Ottawa,Gloucester North/Orleans,Beacon Hill/Cyrville,2019,centre21,Zone150,0.0,1078.0,1214.0,1380.0,1205.0,0.0,1.6,1.5,2.0,1.6,23.0,396.0,890.0,205.0,1514.0
ID_2625,Ont.,Ottawa,Gloucester North/Orleans,Gloucester/Western Orléans,2019,centre21,Zone150,0.0,0.0,1520.0,1461.0,1467.0,0.0,0.0,3.7,0.8,1.0,0.0,0.0,81.0,803.0,884.0
ID_2626,Ont.,Ottawa,Gloucester North/Orleans,Gloucester/Western Orléans,2019,centre21,Zone150,871.0,1076.0,1396.0,0.0,1170.0,0.0,1.1,3.6,0.0,2.3,86.0,476.0,715.0,34.0,1311.0
ID_2627,Ont.,Ottawa,Eastern Ottawa Surrounding Areas,Eastern Orléans/Eastern Ottawa,2019,centre21,Zone151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0
ID_2628,Ont.,Ottawa,Eastern Ottawa Surrounding Areas,Eastern Orléans/Eastern Ottawa,2019,centre21,Zone151,0.0,0.0,1118.0,0.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,123.0,12.0,176.0
ID_2629,Ont.,Ottawa,Eastern Ottawa Surrounding Areas,Clarence-Rockland,2019,centre21,Zone151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0
ID_2630,Ont.,Ottawa,Eastern Ottawa Surrounding Areas,Clarence-Rockland,2019,centre21,Zone151,0.0,786.0,998.0,0.0,964.0,0.0,0.0,2.0,0.0,1.7,2.0,45.0,244.0,1.0,292.0
ID_2631,Ont.,Ottawa,Nepean,Knoxdale/Merivale/East College,2019,centre21,Zone152,0.0,0.0,1330.0,1545.0,1511.0,0.0,0.0,1.4,1.3,1.3,3.0,4.0,236.0,1629.0,1872.0
ID_2632,Ont.,Ottawa,Nepean,Knoxdale/Merivale/East College,2019,centre21,Zone152,0.0,1108.0,1289.0,1544.0,1251.0,2.3,0.4,2.5,3.6,1.9,86.0,885.0,1564.0,274.0,2809.0
ID_2633,Ont.,Ottawa,Nepean,Bayshore/Crystal Beach/West College,2019,centre21,Zone152,0.0,0.0,0.0,1567.0,1538.0,0.0,0.0,0.0,1.4,1.9,0.0,0.0,396.0,901.0,1297.0
ID_2634,Ont.,Ottawa,Nepean,Bayshore/Crystal Beach/West College,2019,centre21,Zone152,1192.0,1191.0,1350.0,1419.0,1286.0,6.1,5.0,2.2,0.0,3.3,65.0,820.0,1110.0,82.0,2077.0
ID_2635,Ont.,Ottawa,Nepean,Barrhaven and Rural Nepean,2019,centre21,Zone152,0.0,0.0,1413.0,1693.0,1491.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,128.0,51.0,179.0
ID_2636,Ont.,Ottawa,Nepean,Barrhaven and Rural Nepean,2019,centre21,Zone152,0.0,0.0,1555.0,0.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,8.0,76.0
ID_2637,Ont.,Ottawa,Western Ottawa Surrounding Areas,Kanata/Stittsville,2019,centre21,Zone153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,246.0,294.0
ID_2638,Ont.,Ottawa,Western Ottawa Surrounding Areas,Kanata/Stittsville,2019,centre21,Zone153,0.0,1764.0,2194.0,0.0,1965.0,0.0,2.1,1.8,0.0,1.9,12.0,835.0,814.0,10.0,1671.0
ID_2639,Ont.,Ottawa,Western Ottawa Surrounding Areas,Rural Western Ottawa,2019,centre21,Zone153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
ID_2640,Ont.,Ottawa,Western Ottawa Surrounding Areas,Rural Western Ottawa,2019,centre21,Zone153,0.0,0.0,1018.0,0.0,984.0,0.0,0.0,5.8,0.0,5.1,0.0,14.0,46.0,0.0,60.0
ID_2641,Ont.,Ottawa,North Grenville MU,North Grenville MU,2019,centre21,Zone154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,15.0
ID_2642,Ont.,Ottawa,North Grenville MU,North Grenville MU,2019,centre21,Zone154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,77.0,3.0,85.0
ID_2643,Ont.,Peterborough,Downtown,Downtown Core,2019,centre22,Zone93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,37.0,58.0,115.0
ID_2644,Ont.,Peterborough,Downtown,Downtown Core,2019,centre22,Zone93,738.0,895.0,1095.0,1320.0,988.0,0.0,2.2,0.9,3.4,1.8,70.0,715.0,560.0,63.0,1408.0
ID_2645,Ont.,Peterborough,Downtown,Peterborough(Central Excl Downtown Core),2019,centre22,Zone93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,46.0,80.0
ID_2646,Ont.,Peterborough,Downtown,Peterborough(Central Excl Downtown Core),2019,centre22,Zone93,779.0,920.0,1093.0,1331.0,1018.0,0.0,2.6,3.0,0.0,2.9,72.0,555.0,850.0,41.0,1518.0
ID_2647,Ont.,Peterborough,Remainder of CMA,City Westside,2019,centre22,Zone3,0.0,0.0,0.0,0.0,1218.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,141.0,160.0
ID_2648,Ont.,Peterborough,Remainder of CMA,City Westside,2019,centre22,Zone3,885.0,998.0,1097.0,1359.0,1092.0,0.0,1.8,1.7,2.1,1.9,32.0,677.0,1508.0,264.0,2481.0
ID_2649,Ont.,Peterborough,Remainder of CMA,City East,2019,centre22,Zone3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,23.0
ID_2650,Ont.,Peterborough,Remainder of CMA,City East,2019,centre22,Zone3,0.0,0.0,1206.0,0.0,1206.0,0.0,0.0,3.1,0.0,4.2,1.0,40.0,180.0,11.0,232.0
ID_2651,Ont.,Peterborough,Remainder of CMA,City North,2019,centre22,Zone3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,47.0,87.0
ID_2652,Ont.,Peterborough,Remainder of CMA,City North,2019,centre22,Zone3,0.0,868.0,1142.0,0.0,1096.0,0.0,0.0,0.6,0.0,0.4,3.0,96.0,254.0,34.0,387.0
ID_2653,Ont.,Peterborough,Remainder of CMA,West of Otonabee River,2019,centre22,Zone3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2654,Ont.,Peterborough,Remainder of CMA,West of Otonabee River,2019,centre22,Zone3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,1.0,41.0
ID_2655,Ont.,Peterborough,Remainder of CMA,East of Otonabee River,2019,centre22,Zone3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2656,Ont.,Peterborough,Remainder of CMA,East of Otonabee River,2019,centre22,Zone3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,11.0
ID_2657,Ont.,Greater Sudbury / Grand Sudbur,Lockerby,Lockerby,2019,centre23,Zone155,0.0,0.0,1259.0,0.0,1124.0,0.0,0.0,2.1,0.0,5.5,0.0,0.0,48.0,129.0,177.0
ID_2658,Ont.,Greater Sudbury / Grand Sudbur,Lockerby,Lockerby,2019,centre23,Zone155,815.0,1095.0,1333.0,1435.0,1240.0,0.0,1.5,1.1,1.4,1.2,100.0,934.0,1619.0,180.0,2833.0
ID_2659,Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,Minnow Lake,2019,centre23,Zone156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,19.0
ID_2660,Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,Minnow Lake,2019,centre23,Zone156,735.0,983.0,1208.0,1326.0,1067.0,1.5,0.0,0.3,0.0,1.0,128.0,170.0,430.0,59.0,787.0
ID_2661,Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,New Sudbury,2019,centre23,Zone156,0.0,0.0,1322.0,0.0,1274.0,0.0,0.0,0.7,0.0,0.6,0.0,0.0,273.0,121.0,394.0
ID_2662,Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,New Sudbury,2019,centre23,Zone156,680.0,912.0,1087.0,1064.0,1028.0,0.0,1.3,1.7,0.0,1.6,35.0,594.0,1139.0,81.0,1849.0
ID_2663,Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Kingsmount/Downtown/Bell Park,2019,centre23,Zone157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,15.0
ID_2664,Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Kingsmount/Downtown/Bell Park,2019,centre23,Zone157,0.0,875.0,985.0,0.0,909.0,0.0,0.0,0.0,0.0,0.0,149.0,437.0,470.0,28.0,1084.0
ID_2665,Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Westend/Copper Cliff,2019,centre23,Zone157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,8.0,46.0,166.0,220.0
ID_2666,Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Westend/Copper Cliff,2019,centre23,Zone157,604.0,776.0,1022.0,0.0,889.0,0.0,0.0,0.0,0.0,5.3,85.0,465.0,541.0,45.0,1136.0
ID_2667,Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Donovan/Flour Mill,2019,centre23,Zone157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,58.0,66.0
ID_2668,Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Donovan/Flour Mill,2019,centre23,Zone157,660.0,814.0,1065.0,1015.0,936.0,0.0,4.5,0.0,0.0,3.4,196.0,967.0,1071.0,114.0,2348.0
ID_2669,Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Nickel Centre/Garson/Coniston,2019,centre23,Zone3,0.0,0.0,1008.0,0.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,108.0,181.0
ID_2670,Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Nickel Centre/Garson/Coniston,2019,centre23,Zone3,0.0,678.0,892.0,1011.0,861.0,0.0,0.0,0.0,0.0,0.3,10.0,77.0,193.0,56.0,336.0
ID_2671,Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Valley East/Capreol,2019,centre23,Zone3,0.0,0.0,1380.0,0.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,67.0,21.0,92.0
ID_2672,Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Valley East/Capreol,2019,centre23,Zone3,0.0,732.0,773.0,0.0,764.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,249.0,28.0,321.0
ID_2673,Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Rayside-Balfour,2019,centre23,Zone3,0.0,0.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,103.0,43.0,149.0
ID_2674,Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Rayside-Balfour,2019,centre23,Zone3,0.0,887.0,1043.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,38.0,125.0,542.0,34.0,739.0
ID_2675,Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Onaping Falls/Walden,2019,centre23,Zone3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2676,Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Onaping Falls/Walden,2019,centre23,Zone3,0.0,840.0,0.0,0.0,983.0,0.0,1.0,0.0,0.0,1.4,2.0,80.0,170.0,9.0,261.0
ID_2677,Ont.,Thunder Bay,North Ward,Lakehead University,2019,centre24,Zone158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,58.0
ID_2678,Ont.,Thunder Bay,North Ward,Lakehead University,2019,centre24,Zone158,0.0,970.0,1203.0,1417.0,1127.0,0.0,2.7,1.3,0.0,1.7,1.0,299.0,473.0,17.0,790.0
ID_2679,Ont.,Thunder Bay,North Ward,Downtown/West End,2019,centre24,Zone158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
ID_2680,Ont.,Thunder Bay,North Ward,Downtown/West End,2019,centre24,Zone158,622.0,836.0,1052.0,1392.0,983.0,0.0,5.4,1.4,0.0,3.4,27.0,240.0,260.0,45.0,572.0
ID_2681,Ont.,Thunder Bay,North Ward,College Hts/Grandview/Lakefront,2019,centre24,Zone158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2682,Ont.,Thunder Bay,North Ward,College Hts/Grandview/Lakefront,2019,centre24,Zone158,711.0,850.0,1276.0,1368.0,1069.0,0.0,5.4,0.0,0.0,4.2,57.0,238.0,294.0,31.0,620.0
ID_2683,Ont.,Thunder Bay,North Ward,Current River/Hudson Heights/Shuniah,2019,centre24,Zone158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,6.0,38.0
ID_2684,Ont.,Thunder Bay,North Ward,Current River/Hudson Heights/Shuniah,2019,centre24,Zone158,0.0,876.0,1031.0,0.0,980.0,0.0,2.7,2.8,0.0,2.7,12.0,216.0,525.0,20.0,773.0
ID_2685,Ont.,Thunder Bay,North Ward,Rural North Ward,2019,centre24,Zone158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,162.0
ID_2686,Ont.,Thunder Bay,North Ward,Rural North Ward,2019,centre24,Zone158,0.0,0.0,1305.0,1355.0,1318.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,81.0,32.0,151.0
ID_2687,Ont.,Thunder Bay,South Ward,East End,2019,centre24,Zone159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
ID_2688,Ont.,Thunder Bay,South Ward,East End,2019,centre24,Zone159,683.0,787.0,955.0,0.0,878.0,0.0,0.0,3.4,0.0,5.4,123.0,456.0,603.0,15.0,1197.0
ID_2689,Ont.,Thunder Bay,South Ward,Confederation College,2019,centre24,Zone159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2690,Ont.,Thunder Bay,South Ward,Confederation College,2019,centre24,Zone159,829.0,962.0,1142.0,0.0,1057.0,4.2,1.1,0.7,0.0,1.2,20.0,90.0,130.0,3.0,243.0
ID_2691,Ont.,Thunder Bay,South Ward,Westfort/Green Acres/Hyde Park,2019,centre24,Zone159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,155.0,169.0
ID_2692,Ont.,Thunder Bay,South Ward,Westfort/Green Acres/Hyde Park,2019,centre24,Zone159,783.0,826.0,1011.0,1074.0,929.0,0.0,4.6,3.6,0.0,4.1,60.0,421.0,551.0,31.0,1063.0
ID_2693,Ont.,Thunder Bay,South Ward,Rural South Ward,2019,centre24,Zone159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,15.0
ID_2694,Ont.,Thunder Bay,South Ward,Rural South Ward,2019,centre24,Zone159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
ID_2695,Ont.,Toronto,Toronto (Central),Waterfront Communities -The Island,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2696,Ont.,Toronto,Toronto (Central),Waterfront Communities -The Island,2019,centre25,Zone160,0.0,2023.0,2920.0,0.0,2398.0,0.0,4.4,0.4,0.0,2.6,58.0,720.0,546.0,28.0,1352.0
ID_2697,Ont.,Toronto,Toronto (Central),Moss Park/Regent Park,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,12.0
ID_2698,Ont.,Toronto,Toronto (Central),Moss Park/Regent Park,2019,centre25,Zone160,978.0,1326.0,1758.0,0.0,1311.0,1.0,2.1,2.0,0.0,1.8,624.0,1172.0,431.0,18.0,2245.0
ID_2699,Ont.,Toronto,Toronto (Central),Cabbagetown-S. St. James Town,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2700,Ont.,Toronto,Toronto (Central),Cabbagetown-S. St. James Town,2019,centre25,Zone160,1045.0,1486.0,1998.0,0.0,1530.0,0.0,0.9,0.0,0.0,0.0,322.0,911.0,256.0,4.0,1493.0
ID_2701,Ont.,Toronto,Toronto (Central),North St. James Town,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2702,Ont.,Toronto,Toronto (Central),North St. James Town,2019,centre25,Zone160,1079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,4005.0,2113.0,281.0,7485.0
ID_2703,Ont.,Toronto,Toronto (Central),Church-Yonge Corridor,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2704,Ont.,Toronto,Toronto (Central),Church-Yonge Corridor,2019,centre25,Zone160,1313.0,1692.0,2118.0,0.0,1672.0,1.5,1.4,0.6,0.0,1.3,2006.0,3935.0,1412.0,40.0,7393.0
ID_2705,Ont.,Toronto,Toronto (Central),Bay Street Corridor,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2706,Ont.,Toronto,Toronto (Central),Bay Street Corridor,2019,centre25,Zone160,1751.0,2197.0,3047.0,3571.0,2382.0,3.5,4.8,0.0,9.9,5.4,877.0,1641.0,1329.0,80.0,3927.0
ID_2707,Ont.,Toronto,Toronto (Central),Kensington-Chinatown,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2708,Ont.,Toronto,Toronto (Central),Kensington-Chinatown,2019,centre25,Zone160,1202.0,1437.0,1907.0,0.0,1539.0,2.3,2.7,2.7,0.0,2.7,263.0,402.0,276.0,45.0,986.0
ID_2709,Ont.,Toronto,Toronto (Central),University/Annex,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_2710,Ont.,Toronto,Toronto (Central),University/Annex,2019,centre25,Zone160,1264.0,1680.0,2198.0,0.0,1698.0,1.9,1.7,0.0,0.0,2.4,1499.0,2928.0,1286.0,178.0,5891.0
ID_2711,Ont.,Toronto,Toronto (Central),Rosedale,2019,centre25,Zone160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
